ID,TEMPO_PERMANENCIA_CLIENTE_MESES,B,C,D,E,G,H,J,OUTROS,TOTAL_DOLAR_FATURADO,TICKET_MEDIO,RECENCIA,FREQUENCIA,VALOR,CHURN
539.0,67.0,0,240,0,0,225,0,240,45,70767.94,4717.862666666667,3226.0,15.0,43.0,1
540.0,85.0,20,4,0,8,0,0,0,8,16580.0,4145.0,4779.0,4.0,5.0,1
541.0,65.0,0,2,2,0,0,0,2,0,2610.8,1305.4,3013.0,2.0,2.0,1
542.0,45.0,2,4,2,0,0,0,4,0,3872.84,1936.42,2375.0,2.0,2.0,1
543.0,0.0,1,1,1,1,0,0,0,1,4430.0,4430.0,5782.0,1.0,1.0,0
544.0,50.0,15,25,25,5,20,5,25,0,30007.58,6001.5160000000005,641.0,5.0,5.0,0
545.0,0.0,1,1,0,0,1,0,0,2,860.0,860.0,4321.0,1.0,1.0,1
546.0,40.0,5,0,0,0,15,15,20,0,9955.0,1991.0,214.0,5.0,5.0,0
547.0,0.0,1,1,0,0,1,1,1,0,1991.0,1991.0,1430.0,1.0,1.0,0
548.0,0.0,1,1,0,0,1,1,1,0,2330.0,2330.0,2041.0,1.0,1.0,0
549.0,119.0,4,0,12,4,8,8,4,8,4741.389999999999,1185.3474999999999,214.0,4.0,4.0,0
550.0,157.0,3724,1813,0,1764,2499,735,1764,1078,305638.41,6237.518571428571,1006.0,49.0,79.0,1
551.0,238.0,2478,1008,1092,2310,1596,1050,1218,714,189836.23,4519.910238095238,275.0,42.0,66.0,0
552.0,118.0,6,24,6,6,24,0,24,0,17459.6,2909.933333333333,914.0,6.0,6.0,1
553.0,111.0,110,143,99,88,143,33,143,0,76924.89,6993.171818181818,1096.0,11.0,14.0,0
554.0,4.0,2,2,0,2,2,0,2,0,1260.0,630.0,3775.0,2.0,2.0,1
555.0,75.0,6,0,12,0,0,0,0,0,6810.0,2270.0,2406.0,3.0,4.0,1
556.0,63.0,20,15,0,20,15,0,15,10,22325.760000000002,4465.152,2406.0,5.0,6.0,1
557.0,54.0,20,15,0,5,15,10,15,5,23024.92,4604.9839999999995,2952.0,5.0,5.0,1
558.0,204.0,294,189,105,147,231,0,189,147,84027.29,4001.2995238095236,488.0,21.0,24.0,1
559.0,106.0,68,85,68,17,85,68,102,34,84703.65,4982.567647058823,366.0,17.0,23.0,0
560.0,36.0,2,0,0,2,0,0,0,0,6155.0,3077.5,5570.0,2.0,2.0,0
561.0,181.0,68,34,85,68,68,17,51,0,80878.45999999999,4757.556470588235,1126.0,17.0,23.0,0
562.0,90.0,182,56,238,112,56,56,14,154,20970.44,1497.8885714285714,3928.0,14.0,18.0,1
563.0,67.0,12,30,24,6,18,6,30,6,17368.26,2894.7099999999996,2102.0,6.0,6.0,1
564.0,105.0,24,32,16,8,40,0,40,32,26353.96,3294.245,1614.0,8.0,11.0,1
565.0,11.0,3,0,3,0,9,9,0,9,3250.0,1083.3333333333333,4079.0,3.0,3.0,1
566.0,166.0,6,6,6,9,3,3,3,3,13958.58,4652.86,2345.0,3.0,3.0,0
567.0,142.0,10,15,20,5,20,0,20,0,50601.92,10120.384,822.0,5.0,13.0,0
568.0,213.0,54,27,27,18,36,45,45,18,44215.76,4912.862222222222,427.0,9.0,12.0,0
569.0,127.0,12,6,0,12,0,0,0,6,11730.0,1955.0,3044.0,6.0,6.0,0
570.0,78.0,308,110,66,66,88,66,110,22,100016.37999999999,9092.39818181818,1399.0,11.0,34.0,1
571.0,106.0,6,0,0,3,0,0,0,3,1660.0,553.3333333333334,4232.0,3.0,3.0,0
572.0,0.0,1,1,0,0,0,0,0,1,665.0,665.0,8584.0,1.0,1.0,1
573.0,201.0,1848,1848,1974,756,2016,2184,2226,714,436227.03,10386.357857142857,122.0,42.0,60.0,0
574.0,136.0,0,160,0,0,160,100,160,0,47630.369999999995,2381.5184999999997,945.0,20.0,24.0,0
575.0,113.0,140,60,0,100,60,0,60,40,38807.16,1940.3580000000002,1705.0,20.0,21.0,0
576.0,0.0,0,1,0,0,0,0,1,0,2939.59,2939.59,183.0,1.0,1.0,0
577.0,214.0,32,0,32,24,0,0,0,0,32134.25,4016.78125,3928.0,8.0,8.0,0
578.0,157.0,783,432,999,405,621,297,405,405,212558.85,7872.55,700.0,27.0,41.0,0
579.0,154.0,15,0,0,15,10,5,0,10,8069.82,1613.964,3136.0,5.0,5.0,0
580.0,0.0,1,1,0,0,1,0,1,0,2657.0,2657.0,2161.0,1.0,1.0,0
581.0,245.0,126,126,0,18,72,0,126,0,97694.70999999999,5427.483888888888,61.0,18.0,20.0,0
582.0,137.0,18,18,24,6,6,0,6,24,9877.5,1646.25,3349.0,6.0,7.0,1
583.0,299.0,192,32,288,96,176,112,144,64,62426.87,3901.679375,335.0,16.0,20.0,1
584.0,0.0,0,0,1,0,0,0,0,0,1340.0,1340.0,4902.0,1.0,1.0,1
585.0,6.0,4,0,20,12,2,0,0,2,-869.28,-434.64,3105.0,2.0,11.0,1
586.0,0.0,0,0,12,12,2,0,2,4,745.8499999999999,372.92499999999995,3318.0,2.0,6.0,1
587.0,0.0,1,0,0,0,1,0,1,1,2130.0,2130.0,3987.0,1.0,1.0,1
588.0,55.0,78,0,377,156,169,26,156,104,36813.9,2831.8384615384616,153.0,13.0,34.0,0
589.0,93.0,20,25,0,20,25,0,25,5,27364.4,5472.88,822.0,5.0,5.0,0
590.0,153.0,2,0,0,2,0,0,0,0,8295.0,4147.5,2648.0,2.0,2.0,1
591.0,80.0,40,8,0,24,56,64,72,32,40622.93,5077.86625,214.0,8.0,14.0,0
592.0,46.0,28,28,28,14,28,14,28,0,53391.2,7627.314285714286,2832.0,7.0,7.0,1
593.0,24.0,9,6,9,6,9,3,6,3,7485.799999999999,2495.2666666666664,3502.0,3.0,3.0,1
594.0,243.0,30,30,30,24,36,6,30,0,45898.98,7649.830000000001,2071.0,6.0,7.0,0
595.0,31.0,9,6,9,9,6,3,6,6,19649.0,6549.666666666667,2467.0,3.0,3.0,0
596.0,0.0,1,0,2,1,0,0,0,1,1990.63,1990.63,5205.0,1.0,2.0,0
597.0,4.0,0,6,6,0,0,0,9,0,6019.22,2006.4066666666668,3410.0,3.0,3.0,1
598.0,77.0,144,0,168,168,150,48,150,96,115077.17,19179.528333333332,1583.0,6.0,35.0,0
599.0,155.0,407,111,296,74,370,296,370,222,163266.32,4412.603243243243,335.0,37.0,52.0,0
600.0,179.0,90,99,18,18,90,90,108,9,65482.52,7275.835555555555,792.0,9.0,16.0,0
601.0,60.0,56,7,70,0,63,42,14,42,27382.76,3911.8228571428567,3044.0,7.0,10.0,1
602.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,5723.0,1.0,1.0,1
603.0,0.0,1,0,0,0,1,1,1,0,2579.7,2579.7,2587.0,1.0,3.0,1
604.0,7.0,0,0,0,0,0,0,3,0,1242.0,414.0,2860.0,3.0,3.0,1
605.0,15.0,4,0,0,0,2,2,0,2,1430.0,715.0,4505.0,2.0,2.0,0
606.0,0.0,1,0,0,0,0,0,0,0,1440.0,1440.0,5997.0,1.0,1.0,1
607.0,72.0,20,25,10,0,20,15,25,5,43746.11,8749.222,153.0,5.0,5.0,0
608.0,44.0,60,70,0,60,70,10,50,60,43247.92,4324.7919999999995,3105.0,10.0,10.0,0
609.0,131.0,0,2,2,0,0,0,2,2,6995.99,3497.995,3897.0,2.0,2.0,1
610.0,0.0,0,1,1,0,0,0,1,0,5270.06,5270.06,3987.0,1.0,1.0,1
611.0,5.0,2,0,0,0,0,0,2,2,4028.15,2014.075,214.0,2.0,2.0,0
612.0,87.0,322,154,336,322,224,238,98,168,118078.95,8434.210714285715,2679.0,14.0,24.0,0
613.0,0.0,1,1,1,0,0,0,0,1,5285.0,5285.0,8127.0,1.0,1.0,1
614.0,336.0,55626,14673,1095,21243,26061,5913,14673,21681,1231833.74,5624.811598173516,275.0,219.0,673.0,0
615.0,159.0,12,4,0,4,0,0,0,8,4673.0,1168.25,7762.0,4.0,4.0,1
616.0,109.0,1430,676,416,1040,832,208,884,1092,319051.02,12271.193076923078,122.0,26.0,77.0,0
617.0,0.0,1,1,1,1,1,0,1,0,6795.47,6795.47,1736.0,1.0,1.0,0
618.0,82.0,15,15,10,0,5,0,15,0,16734.62,3346.924,700.0,5.0,7.0,0
619.0,7.0,2,0,2,0,2,0,0,2,830.0,415.0,5024.0,2.0,2.0,1
620.0,186.0,20,40,0,20,40,40,40,0,15658.48,782.924,610.0,20.0,20.0,0
621.0,148.0,87,0,0,29,0,0,0,29,55112.009999999995,1900.4141379310342,2345.0,29.0,37.0,1
622.0,143.0,104,208,221,78,182,26,208,52,92741.47,7133.959230769231,214.0,13.0,17.0,0
623.0,64.0,21,14,14,14,14,0,14,0,18897.2,2699.6,2952.0,7.0,7.0,1
624.0,0.0,1,0,1,0,1,0,0,1,2254.0,2254.0,4352.0,1.0,1.0,0
625.0,0.0,1,1,1,1,1,0,1,1,3397.06,3397.06,3956.0,1.0,1.0,1
626.0,0.0,0,1,1,0,0,0,1,0,3209.76,3209.76,2922.0,1.0,1.0,1
627.0,0.0,1,1,1,0,1,0,1,0,6908.14,6908.14,2952.0,1.0,1.0,1
628.0,63.0,0,3,6,3,0,0,0,6,2875.0,958.3333333333334,6970.0,3.0,3.0,0
629.0,82.0,72,84,96,0,72,60,84,12,64216.06,5351.338333333333,1918.0,12.0,15.0,1
630.0,110.0,50,60,60,10,50,40,70,20,22477.5,2247.75,1065.0,10.0,10.0,1
631.0,74.0,143,110,132,66,66,66,110,33,62711.34,5701.030909090909,3136.0,11.0,14.0,1
632.0,17.0,4,4,4,0,4,2,4,0,8593.220000000001,4296.610000000001,2192.0,2.0,2.0,1
633.0,11.0,4,4,0,2,4,4,2,4,3320.0,1660.0,3744.0,2.0,2.0,1
634.0,140.0,350,175,35,140,140,35,175,70,91555.52,2615.8720000000003,1096.0,35.0,46.0,0
635.0,7.0,10,10,0,10,10,0,10,10,10257.3,2051.46,3806.0,5.0,10.0,0
636.0,13.0,16,0,16,8,16,0,0,12,10154.0,2538.5,4171.0,4.0,4.0,0
637.0,74.0,4,2,0,0,2,0,2,4,2254.0,1127.0,1644.0,2.0,2.0,1
638.0,47.0,0,40,35,0,20,0,40,0,21425.3,4285.0599999999995,457.0,5.0,8.0,1
639.0,15.0,10,15,5,10,10,0,15,0,6055.0,1211.0,1096.0,5.0,5.0,0
640.0,18.0,0,6,6,0,6,6,6,0,12983.259999999998,4327.753333333333,488.0,3.0,3.0,0
641.0,167.0,18,30,36,12,24,12,30,0,23025.46,3837.5766666666664,3166.0,6.0,7.0,1
642.0,0.0,1,1,0,0,0,0,0,1,845.0,845.0,9101.0,1.0,1.0,1
643.0,196.0,5763,3723,2550,4998,6222,2754,3876,2856,560059.03,10981.549607843137,153.0,51.0,139.0,0
644.0,48.0,36,42,42,18,42,6,42,0,36706.0,6117.666666666667,669.0,6.0,7.0,0
645.0,0.0,1,1,0,1,1,1,0,2,4170.0,4170.0,4566.0,1.0,1.0,1
646.0,57.0,5,5,0,5,5,0,5,0,14470.05,2894.0099999999998,1126.0,5.0,6.0,1
647.0,56.0,0,2,2,0,2,2,2,0,7356.72,3678.36,457.0,2.0,2.0,0
648.0,124.0,2,2,2,2,0,0,2,0,4537.4400000000005,2268.7200000000003,1399.0,2.0,2.0,1
649.0,287.0,18360,29376,1530,9792,16983,5049,30600,6579,920855.68,6018.664575163399,30.0,153.0,362.0,1
650.0,156.0,108,96,36,48,72,60,96,72,65914.03,5492.8358333333335,1888.0,12.0,12.0,0
651.0,35.0,40,30,10,10,20,10,30,40,101513.66,10151.366,3288.0,10.0,13.0,1
652.0,169.0,24,18,42,24,18,0,12,24,17637.64,2939.6066666666666,3410.0,6.0,7.0,1
653.0,55.0,8,16,16,8,16,8,16,0,20316.4,5079.1,731.0,4.0,4.0,0
654.0,67.0,920,60,0,780,840,20,80,800,145898.08,7294.9039999999995,2557.0,20.0,55.0,0
655.0,0.0,1,0,0,0,1,0,0,1,1020.0,1020.0,4383.0,1.0,1.0,1
656.0,41.0,3,0,3,0,0,0,3,0,21540.03,7180.009999999999,2832.0,3.0,3.0,1
657.0,22.0,20,20,0,4,16,20,20,12,17591.18,4397.795,3775.0,4.0,6.0,1
658.0,0.0,0,0,1,0,1,0,0,1,945.0,945.0,4505.0,1.0,1.0,1
659.0,147.0,60,12,0,24,0,0,0,12,32263.23,2688.6025,3806.0,12.0,13.0,1
660.0,101.0,42,21,49,21,14,14,21,21,16881.64,2411.662857142857,3806.0,7.0,7.0,0
661.0,0.0,1,0,1,1,0,0,0,0,1960.0,1960.0,4902.0,1.0,1.0,1
662.0,30.0,2,4,4,2,4,4,4,2,14401.619999999999,7200.8099999999995,2801.0,2.0,2.0,0
663.0,84.0,806,1040,1066,650,1066,130,1066,208,259511.54,9981.213076923077,519.0,26.0,42.0,0
664.0,46.0,0,2,2,0,0,0,2,0,1719.84,859.92,3563.0,2.0,2.0,1
665.0,0.0,0,1,0,0,1,0,1,0,2377.28,2377.28,244.0,1.0,1.0,0
666.0,20.0,16,16,16,0,12,0,16,0,11239.49,2809.8725,549.0,4.0,4.0,1
667.0,0.0,1,0,1,1,0,0,0,0,2930.0,2930.0,4597.0,1.0,2.0,1
668.0,25.0,9,9,0,9,9,3,6,0,5759.22,1919.74,2618.0,3.0,4.0,0
669.0,95.0,12,16,16,4,16,4,16,20,23499.34,5874.835,1034.0,4.0,4.0,0
670.0,0.0,1,1,0,0,0,0,0,1,2685.03,2685.03,7732.0,1.0,1.0,1
671.0,38.0,2,0,2,2,2,0,2,2,5990.0,2995.0,4079.0,2.0,2.0,1
672.0,135.0,2,2,4,2,0,0,2,0,6136.49,3068.245,488.0,2.0,2.0,0
673.0,232.0,120,20,0,0,80,100,160,80,86735.52,4336.776,731.0,20.0,54.0,1
674.0,172.0,1116,186,31,465,310,31,31,496,75726.29,2442.7835483870967,3563.0,31.0,39.0,1
675.0,0.0,0,4,4,0,0,0,4,0,6401.5,3200.75,2740.0,2.0,2.0,1
676.0,268.0,900,360,288,324,432,468,432,432,134416.87,3733.8019444444444,61.0,36.0,41.0,0
677.0,190.0,56,28,7,28,28,35,42,14,51376.04,7339.434285714286,1249.0,7.0,8.0,0
678.0,0.0,1,1,0,0,0,0,0,1,935.0,935.0,7001.0,1.0,1.0,1
679.0,56.0,0,0,24,0,216,24,216,0,61556.26,2564.8441666666668,91.0,24.0,37.0,0
680.0,0.0,1,1,1,1,1,1,1,0,13713.78,13713.78,3318.0,1.0,1.0,0
681.0,0.0,0,0,1,0,1,0,1,0,1901.44,1901.44,275.0,1.0,1.0,0
682.0,270.0,352,396,528,66,220,132,352,220,94186.22,4281.191818181818,91.0,22.0,40.0,0
683.0,254.0,9072,3192,2352,5376,5628,3948,3780,3528,467645.87,5567.212738095238,335.0,84.0,130.0,0
684.0,6.0,8,8,0,6,8,6,8,0,7497.8,3748.9,3532.0,2.0,4.0,0
685.0,0.0,1,0,1,0,1,0,0,1,1990.0,1990.0,4658.0,1.0,1.0,1
686.0,139.0,234,598,390,26,624,208,624,26,125437.66,4824.525384615385,549.0,26.0,32.0,1
687.0,189.0,3132,2646,756,1890,3132,1458,3132,702,415253.15,7689.873148148148,366.0,54.0,76.0,0
688.0,149.0,3,6,6,6,3,0,6,3,11833.67,3944.556666666667,335.0,3.0,4.0,0
689.0,53.0,104,120,120,104,120,40,120,40,141344.28,17668.035,1310.0,8.0,15.0,0
690.0,54.0,0,0,2,0,0,0,0,0,6688.7,3344.35,3591.0,2.0,2.0,1
691.0,57.0,120,70,120,120,70,10,70,50,60359.659999999996,6035.965999999999,3441.0,10.0,12.0,0
692.0,0.0,3,3,3,3,3,0,3,0,20466.82,20466.82,2467.0,1.0,3.0,0
693.0,0.0,1,0,3,0,2,2,0,3,4410.0,4410.0,3197.0,1.0,4.0,1
694.0,36.0,4,2,0,4,4,4,4,0,17138.86,8569.43,2406.0,2.0,2.0,0
695.0,40.0,6,0,9,0,6,3,3,6,6399.18,2133.06,3349.0,3.0,3.0,1
696.0,8.0,6,6,9,6,9,0,9,0,14038.06,4679.3533333333335,3166.0,3.0,3.0,0
697.0,0.0,1,1,1,1,1,1,1,0,3229.08,3229.08,3166.0,1.0,1.0,1
698.0,309.0,10682,7938,22442,8330,7448,3038,7644,1470,762229.68,7777.853877551021,61.0,98.0,247.0,1
699.0,55.0,0,0,0,0,12,8,0,12,5238.9400000000005,1309.7350000000001,3410.0,4.0,4.0,1
700.0,22.0,9,99,54,0,90,63,99,0,54514.29,6057.143333333333,2557.0,9.0,12.0,1
701.0,206.0,42,35,35,14,14,0,21,42,14615.14,2087.8771428571426,3714.0,7.0,8.0,1
702.0,0.0,1,0,0,1,0,0,0,0,1580.0,1580.0,5144.0,1.0,1.0,0
703.0,96.0,180,54,18,162,198,36,90,198,49063.92,2725.773333333333,3683.0,18.0,25.0,1
704.0,40.0,696,203,116,0,1450,1015,2001,116,102409.55,3531.363793103448,61.0,29.0,69.0,0
705.0,23.0,4,4,4,0,4,4,4,0,2315.15,1157.575,366.0,2.0,2.0,0
706.0,166.0,42,42,0,21,28,14,35,7,32673.6,4667.657142857142,1614.0,7.0,7.0,1
707.0,40.0,4,8,0,0,4,0,8,4,8872.06,2218.015,2801.0,4.0,4.0,0
708.0,1.0,2,0,4,2,0,0,0,0,6218.96,3109.48,4658.0,2.0,2.0,0
709.0,151.0,60,72,12,24,24,12,84,0,50585.78,4215.481666666667,183.0,12.0,16.0,0
710.0,189.0,208,80,144,176,160,64,80,128,53601.56,3350.0975,1187.0,16.0,20.0,1
711.0,97.0,6,3,0,3,3,3,0,9,4545.0,1515.0,4444.0,3.0,3.0,1
712.0,56.0,84,0,0,60,42,30,0,42,53602.0,8933.666666666666,4171.0,6.0,14.0,0
713.0,20.0,0,0,6,0,0,0,0,0,2110.0,1055.0,4201.0,2.0,3.0,1
714.0,1.0,0,2,0,0,0,0,2,0,12623.34,6311.67,3288.0,2.0,2.0,1
715.0,125.0,16,4,16,16,8,4,4,16,12446.14,3111.535,3897.0,4.0,4.0,0
716.0,42.0,63,108,72,0,99,63,117,9,77332.48,8592.497777777777,183.0,9.0,13.0,0
717.0,17.0,3,0,0,0,6,3,0,6,3430.0,1143.3333333333333,4201.0,3.0,3.0,1
718.0,56.0,0,3,0,0,0,3,3,0,11878.66,3959.5533333333333,1157.0,3.0,3.0,1
719.0,42.0,2,0,0,2,2,2,0,2,11306.0,5653.0,3013.0,2.0,4.0,1
720.0,265.0,27572,25538,3390,21131,26216,3955,25312,7006,1482868.17,13122.727168141591,91.0,113.0,327.0,0
721.0,225.0,399,126,147,147,168,210,252,84,130606.54000000001,6219.359047619048,853.0,21.0,27.0,0
722.0,26.0,12,0,8,12,0,0,0,0,17408.53,4352.1325,4902.0,4.0,4.0,0
723.0,87.0,4,0,4,0,8,0,4,4,7991.73,1997.9325,275.0,4.0,5.0,0
724.0,0.0,1,0,0,1,0,0,0,0,2880.0,2880.0,6179.0,1.0,1.0,0
725.0,256.0,391,253,46,115,253,230,230,161,115119.58,5005.199130434783,214.0,23.0,25.0,0
726.0,0.0,1,0,1,1,1,0,1,1,5189.22,5189.22,3471.0,1.0,1.0,0
727.0,0.0,1,0,0,0,0,0,0,0,6954.0,6954.0,4871.0,1.0,1.0,0
728.0,0.0,0,0,1,0,0,0,0,0,240.0,240.0,4293.0,1.0,1.0,1
729.0,236.0,2773,1880,376,1598,2444,1363,2444,893,376305.67,8006.503617021276,792.0,47.0,78.0,1
730.0,15.0,5,5,5,0,5,0,5,5,15138.92,3027.784,3653.0,5.0,5.0,1
731.0,204.0,15,15,5,15,0,5,15,10,13083.64,2616.728,91.0,5.0,6.0,0
732.0,0.0,0,1,0,0,0,0,1,0,1812.92,1812.92,2314.0,1.0,1.0,1
733.0,116.0,20,5,0,0,5,0,5,0,5456.639999999999,1091.328,3197.0,5.0,5.0,1
734.0,11.0,0,0,4,0,2,0,0,2,1545.0,772.5,4352.0,2.0,2.0,1
735.0,57.0,11,0,0,11,0,0,0,0,35091.0,3190.090909090909,3136.0,11.0,13.0,0
736.0,0.0,1,0,1,1,0,0,0,0,2704.0,2704.0,3075.0,1.0,1.0,0
737.0,0.0,1,0,0,0,0,0,0,0,250.0,250.0,5601.0,1.0,1.0,1
738.0,248.0,154,110,11,198,33,33,110,132,52441.83,4767.439090909091,244.0,11.0,30.0,0
739.0,188.0,55,11,0,11,0,0,11,0,24111.43,2191.9481818181816,91.0,11.0,13.0,1
740.0,309.0,882,924,42,462,1218,630,840,882,201469.98,4796.904285714286,214.0,42.0,94.0,1
741.0,69.0,48,16,8,0,24,0,16,24,24265.86,3033.2325,2283.0,8.0,17.0,1
742.0,41.0,64,24,80,56,24,0,8,32,35151.57,4393.94625,3897.0,8.0,10.0,1
743.0,33.0,12,8,16,12,8,8,8,0,15025.21,3756.3025,884.0,4.0,4.0,0
744.0,0.0,1,1,1,0,0,0,1,0,1555.0,1555.0,3928.0,1.0,1.0,0
745.0,69.0,12,3,3,0,6,0,3,6,17684.0,5894.666666666667,4048.0,3.0,4.0,0
746.0,0.0,1,0,0,1,0,0,0,0,2300.0,2300.0,4871.0,1.0,1.0,0
747.0,0.0,1,1,1,1,1,0,1,1,3651.7,3651.7,3379.0,1.0,1.0,1
748.0,0.0,1,1,1,1,1,0,1,0,7144.48,7144.48,2891.0,1.0,1.0,0
749.0,67.0,12,12,0,0,12,12,12,0,18026.36,4506.59,1736.0,4.0,4.0,1
750.0,32.0,4,20,12,4,4,0,20,0,25687.59,6421.8975,61.0,4.0,5.0,0
751.0,125.0,782,713,713,782,782,667,529,253,211877.71,9212.074347826087,945.0,23.0,38.0,0
752.0,0.0,1,1,1,0,1,0,1,0,3272.32,3272.32,519.0,1.0,1.0,0
753.0,0.0,0,0,0,0,0,0,1,1,1416.46,1416.46,3956.0,1.0,1.0,1
754.0,42.0,2,2,0,2,2,0,2,2,3490.0,1745.0,4018.0,2.0,2.0,1
755.0,0.0,0,1,0,0,1,0,1,0,2780.63,2780.63,91.0,1.0,1.0,0
756.0,134.0,24,30,0,6,30,0,30,6,24093.93,4015.655,91.0,6.0,6.0,0
757.0,86.0,4,2,0,0,4,2,2,2,3983.22,1991.61,1918.0,2.0,2.0,1
758.0,0.0,1,1,0,1,1,0,1,0,6744.5,6744.5,3806.0,1.0,1.0,0
759.0,87.0,91,91,182,52,65,13,91,39,47533.88,3656.4523076923074,3591.0,13.0,17.0,1
760.0,0.0,1,0,1,0,0,0,0,1,200.0,200.0,4474.0,1.0,1.0,1
761.0,60.0,5,5,10,0,0,0,0,10,1259.0,251.8,6088.0,5.0,8.0,1
762.0,248.0,90,70,90,30,40,0,50,50,28541.88,2854.188,396.0,10.0,11.0,1
763.0,0.0,1,0,0,0,0,0,0,1,935.0,935.0,7854.0,1.0,1.0,1
764.0,276.0,340,17,306,51,408,391,374,119,139135.52000000002,8184.442352941178,61.0,17.0,46.0,1
765.0,0.0,1,0,1,1,0,0,0,0,8980.0,8980.0,4687.0,1.0,1.0,0
766.0,53.0,4,4,4,2,4,0,4,2,7850.0,3925.0,1461.0,2.0,2.0,0
767.0,0.0,1,0,1,1,0,0,0,0,120.0,120.0,5966.0,1.0,1.0,0
768.0,96.0,8,0,8,0,8,8,8,8,28703.6,3587.95,1918.0,8.0,9.0,1
769.0,113.0,63,84,21,21,105,126,84,147,49388.95,2351.8547619047617,1888.0,21.0,24.0,1
770.0,155.0,540,270,162,162,621,540,594,162,100855.1,3735.374074074074,610.0,27.0,35.0,0
771.0,104.0,408,528,72,144,408,216,576,0,111385.79,4641.074583333333,122.0,24.0,29.0,1
772.0,0.0,1,1,1,1,1,0,1,0,2424.56,2424.56,3288.0,1.0,1.0,1
773.0,62.0,12,3,12,9,6,0,3,3,2905.0,968.3333333333334,3105.0,3.0,4.0,1
774.0,138.0,14,14,14,14,7,0,7,14,17510.98,2501.5685714285714,2467.0,7.0,7.0,0
775.0,92.0,4,4,4,0,4,0,4,0,26706.32,6676.58,1552.0,4.0,4.0,1
776.0,222.0,20,5,25,15,10,0,5,15,21829.0,4365.8,1644.0,5.0,5.0,1
777.0,0.0,1,0,1,1,0,0,0,0,4195.0,4195.0,3226.0,1.0,1.0,0
778.0,181.0,5,25,5,0,10,0,20,25,12412.76,2482.552,3683.0,5.0,6.0,1
779.0,180.0,0,2,0,2,2,0,2,0,3743.71,1871.855,580.0,2.0,2.0,0
780.0,0.0,1,1,1,1,1,0,1,1,3145.0,3145.0,3987.0,1.0,1.0,0
781.0,111.0,6,3,0,3,6,3,3,3,13557.32,4519.106666666667,822.0,3.0,3.0,0
782.0,12.0,259,28,28,112,21,21,21,357,138166.0,19738.0,1918.0,7.0,69.0,1
783.0,0.0,0,0,0,0,1,1,0,0,1360.0,1360.0,3379.0,1.0,1.0,1
784.0,238.0,1764,2205,1960,686,1813,1225,2695,539,321112.26,6553.311428571429,153.0,49.0,66.0,0
785.0,144.0,105,14,119,77,14,7,7,7,60586.44,8655.205714285714,2161.0,7.0,18.0,1
786.0,0.0,1,0,1,0,0,0,0,0,1440.0,1440.0,5175.0,1.0,1.0,1
787.0,42.0,8,16,24,0,24,24,24,0,31117.239999999998,7779.3099999999995,214.0,4.0,6.0,0
788.0,183.0,247,171,323,114,209,133,171,95,87185.25,4588.6973684210525,1249.0,19.0,22.0,0
789.0,93.0,6,9,6,6,9,3,6,3,19939.14,6646.38,549.0,3.0,3.0,0
790.0,33.0,6,6,0,0,2,6,4,4,16384.5,8192.25,396.0,2.0,3.0,0
791.0,0.0,1,0,1,1,0,0,0,0,650.0,650.0,6878.0,1.0,1.0,0
792.0,75.0,40,80,56,8,80,32,80,8,47403.37,5925.42125,153.0,8.0,10.0,0
793.0,0.0,1,1,1,1,1,0,1,1,445.0,445.0,3532.0,1.0,1.0,0
794.0,222.0,1802,612,204,1496,1190,782,748,884,199613.03999999998,5870.9717647058815,1614.0,34.0,65.0,0
795.0,113.0,80,50,0,50,60,0,50,30,26648.57,2664.857,1705.0,10.0,11.0,0
796.0,0.0,0,0,1,0,0,0,0,0,215.0,215.0,5236.0,1.0,1.0,1
797.0,34.0,8,8,12,0,12,4,8,4,12162.96,3040.74,3044.0,4.0,4.0,1
798.0,0.0,0,0,0,0,1,1,0,1,910.0,910.0,1736.0,1.0,1.0,0
799.0,0.0,1,0,0,0,0,0,0,1,460.0,460.0,3987.0,1.0,1.0,1
800.0,166.0,3648,2280,228,2451,3591,1653,2508,1425,289788.54,5084.00947368421,884.0,57.0,87.0,0
801.0,0.0,1,0,0,0,1,1,0,1,1078.0,1078.0,4536.0,1.0,1.0,1
802.0,0.0,0,0,0,0,0,0,0,1,46.81,46.81,4474.0,1.0,1.0,1
803.0,176.0,48,0,144,96,24,0,24,96,16137.55,1344.7958333333333,3775.0,12.0,14.0,0
804.0,0.0,1,1,0,1,0,0,0,1,2344.0,2344.0,7580.0,1.0,1.0,1
805.0,24.0,0,5,25,0,10,0,5,10,3610.2799999999997,722.0559999999999,3897.0,5.0,5.0,1
806.0,122.0,504,552,600,192,576,504,576,96,149482.44,6228.435,761.0,24.0,28.0,0
807.0,67.0,9,12,0,6,9,3,12,0,13655.72,4551.906666666667,396.0,3.0,4.0,0
808.0,116.0,165,90,0,45,135,30,90,75,29870.55,1991.37,2345.0,15.0,17.0,1
809.0,0.0,1,0,2,1,0,0,0,0,560.0,560.0,4597.0,1.0,2.0,0
810.0,122.0,9,6,6,3,6,3,6,6,17822.6,5940.866666666666,519.0,3.0,3.0,0
811.0,99.0,2,2,2,0,0,0,0,2,4355.0,2177.5,5417.0,2.0,2.0,0
812.0,144.0,0,12,0,0,8,0,12,4,10148.96,2537.24,30.0,4.0,4.0,0
