DATA_MENSAL,TOTAL_CASOS,TOTAL_DOLAR_FATURADO,ID
2014-11-01,5,15506.35,953
2015-11-01,3,17036.7,953
2016-11-01,6,14677.0,953
2017-11-01,4,14352.0,953
2018-11-01,1,5854.23,953
2019-11-01,5,15255.19,953
2020-11-01,2,10815.65,953
2021-11-01,7,18051.21,953
2022-11-01,2,6087.01,953
2023-11-01,3,5988.69,953
2012-12-01,3,2130.0,953
2013-12-01,1,3134.6,953
2014-12-01,9,35529.03,953
2015-12-01,8,25752.2,953
2016-12-01,2,8661.53,953
2017-12-01,3,6571.21,953
2018-12-01,6,22085.26,953
2019-12-01,1,9620.37,953
2020-12-01,3,12704.16,953
2021-12-01,2,6529.32,953
2022-12-01,2,6980.52,953
2023-12-01,3,5444.64,953
2015-08-01,1,-1101.1,954
2015-09-01,1,-784.6,954
2011-05-01,1,1930.0,955
2010-11-01,1,1925.0,955
2024-08-01,1,1881.38,956
2022-11-01,1,400.0,956
2014-03-01,1,400.0,957
2014-04-01,1,400.0,957
2016-04-01,4,3200.0,957
2014-07-01,2,400.0,957
2014-08-01,1,800.0,957
2014-09-01,1,800.0,957
2011-10-01,1,600.0,957
2016-01-01,1,2080.0,958
2016-10-01,2,2840.0,958
2014-11-01,1,3772.42,959
2019-03-01,1,9192.68,960
2023-11-01,1,2844.02,960
2023-12-01,2,6351.0,960
2020-02-01,1,4626.06,961
2013-09-01,1,510.0,962
2022-04-01,1,4555.98,963
2014-09-01,1,8002.91,963
2021-11-01,1,2592.35,963
2023-11-01,1,2297.18,963
2015-12-01,1,770.0,963
2022-04-01,1,400.0,964
2021-11-01,1,400.0,964
2023-11-01,1,200.0,964
2024-01-01,2,4966.13,965
2014-05-01,1,3559.4,965
2019-05-01,1,5372.84,965
2017-06-01,1,7055.3,965
2016-08-01,1,4919.0,965
2012-09-01,1,1135.0,965
2016-09-01,1,5814.68,965
2016-10-01,1,7204.1,965
2014-12-01,1,7784.72,965
2016-12-01,1,5956.12,965
2012-10-01,1,3440.0,966
2010-02-01,1,3988.0,967
2013-06-01,1,784.0,967
2008-11-01,1,6647.5,967
2016-05-01,1,3834.06,968
2017-05-01,1,3104.44,968
2016-12-01,1,2757.8,968
2022-04-01,1,2353.76,969
2020-10-01,1,2632.68,969
2015-10-01,1,200.0,970
2015-02-01,1,3300.0,971
2005-03-01,1,4203.0,971
2010-03-01,1,1200.0,971
2012-03-01,1,3100.0,971
2013-03-01,3,4720.0,971
2013-04-01,1,3460.0,971
2014-04-01,1,3200.0,971
1999-05-01,1,710.0,971
2008-05-01,3,5685.0,971
2013-05-01,2,4825.0,971
2014-05-01,1,3060.0,971
2015-05-01,1,4121.0,971
2008-06-01,1,710.0,971
2012-06-01,2,4610.0,971
2013-06-01,1,2050.0,971
2011-07-01,5,16060.0,971
2012-07-01,1,2030.0,971
2014-07-01,1,3750.0,971
2007-08-01,2,6050.0,971
2010-08-01,1,1450.0,971
2012-08-01,3,9450.0,971
2015-08-01,1,2619.0,971
2013-09-01,3,8610.0,971
2019-09-01,1,7050.0,971
2011-10-01,5,11955.0,971
2013-10-01,1,2040.0,971
2007-11-01,1,3550.0,971
2012-12-01,1,620.0,971
2013-01-01,2,3548.75,972
2017-01-01,1,7817.6,972
2012-02-01,1,2720.0,972
2018-03-01,1,12550.04,972
2023-03-01,1,4130.15,972
2014-04-01,1,6223.0,972
2014-05-01,1,3629.5,972
2023-06-01,1,7497.84,972
2010-08-01,1,2057.43,972
2011-08-01,1,935.0,972
2018-11-01,1,1041.25,972
2021-11-01,1,2744.65,972
2016-12-01,1,3655.31,972
2009-01-01,1,1250.0,973
2019-01-01,1,4450.0,973
2017-02-01,2,4200.0,973
2020-02-01,1,5216.92,973
2017-03-01,1,3990.0,973
2020-03-01,1,6623.4,973
2023-03-01,1,5615.64,973
2013-04-01,1,2794.0,973
2024-05-01,1,3441.39,973
2012-06-01,1,5730.0,973
2014-06-01,1,3345.0,973
2017-06-01,1,1200.0,973
2021-06-01,1,2997.74,973
2017-07-01,1,3710.0,973
2011-09-01,1,750.0,973
2013-09-01,1,2898.0,973
2019-09-01,1,2510.0,973
2023-09-01,2,2770.78,973
2014-10-01,1,4700.0,973
2015-10-01,1,2450.0,973
2014-11-01,1,4425.0,973
2016-11-01,1,1020.0,973
2012-12-01,1,3060.0,973
2024-12-01,1,3587.17,973
2009-02-01,1,5855.0,974
2020-02-01,2,12278.0,974
2023-02-01,2,10967.6,974
2011-03-01,1,450.0,974
2013-03-01,1,1070.0,974
2017-03-01,2,12323.0,974
2018-03-01,2,13291.62,974
2009-04-01,1,1775.0,974
2014-04-01,4,11077.37,974
2021-04-01,1,9289.82,974
2011-05-01,1,9000.0,974
2014-05-01,1,3283.29,974
2014-06-01,3,8965.26,974
2015-06-01,1,8165.8,974
2023-06-01,1,6192.8,974
2012-07-01,2,1730.0,974
2021-07-01,1,50.0,974
2022-07-01,1,11259.0,974
2012-08-01,1,1310.0,974
2015-08-01,1,8633.86,974
2008-09-01,1,15385.0,974
2015-09-01,2,17887.6,974
2017-09-01,1,13099.0,974
2020-09-01,1,5739.0,974
2012-10-01,2,3136.0,974
2020-10-01,1,7279.0,974
2024-11-01,1,3198.42,974
2011-12-01,1,120.0,975
2024-01-01,1,315.09,976
2024-05-01,9,408.75,976
2024-07-01,2,4759.78,976
2002-08-01,1,1000.0,977
2017-01-01,1,10788.96,978
2014-02-01,1,4440.0,978
2014-07-01,1,3860.0,978
2015-01-01,1,6270.0,979
2016-06-01,1,6520.11,979
2019-06-01,1,200.0,979
2009-09-01,1,4955.0,979
2015-09-01,1,3680.0,979
2011-11-01,1,2210.0,979
2016-11-01,1,800.0,979
2018-01-01,2,3954.0,980
2013-02-01,1,2660.0,980
2016-02-01,1,4760.0,980
2008-03-01,1,2480.0,980
2017-03-01,1,3020.0,980
2016-04-01,1,2604.0,980
2017-05-01,1,2365.72,980
2013-06-01,1,5015.0,980
2018-07-01,1,3140.0,980
2021-09-01,1,6969.0,980
2018-10-01,1,4630.0,980
2020-11-01,1,3169.0,980
2023-02-01,1,750.0,981
2022-04-01,1,2341.37,981
2024-04-01,1,3979.69,981
2023-05-01,6,12560.14,981
2021-11-01,1,1315.0,981
2021-12-01,1,1955.0,981
2001-01-01,1,4856.75,982
2004-01-01,1,627.0,982
2005-01-01,1,1897.5,982
2006-01-01,1,4870.5,982
2008-01-01,3,5159.38,982
2009-01-01,8,26514.5,982
2010-01-01,2,513.0,982
2011-01-01,8,21831.0,982
2012-01-01,6,15856.1,982
2013-01-01,9,16473.4,982
2014-01-01,3,11936.89,982
2015-01-01,1,7614.99,982
2016-01-01,2,12012.2,982
2017-01-01,4,27685.01,982
2018-01-01,1,3605.01,982
2019-01-01,4,21615.23,982
2020-01-01,6,41135.8,982
2023-01-01,1,3938.31,982
2002-02-01,1,1723.0,982
2005-02-01,4,15814.85,982
2006-02-01,3,7540.51,982
2008-02-01,11,41220.87,982
2009-02-01,3,6504.5,982
2010-02-01,3,2274.0,982
2011-02-01,5,5839.25,982
2012-02-01,6,5119.5,982
2013-02-01,9,25335.6,982
2015-02-01,9,45194.82,982
2016-02-01,3,12558.11,982
2017-02-01,4,21154.39,982
2018-02-01,8,43435.18,982
2019-02-01,3,18961.23,982
2020-02-01,3,18385.9,982
2021-02-01,8,47501.18,982
2022-02-01,2,9484.8,982
2023-02-01,5,16747.98,982
2024-02-01,2,5772.23,982
2006-03-01,1,222.0,982
2007-03-01,2,4027.5,982
2008-03-01,3,5422.5,982
2009-03-01,3,7103.1,982
2010-03-01,2,2877.0,982
2011-03-01,2,5296.4,982
2012-03-01,5,13531.5,982
2013-03-01,14,23015.5,982
2014-03-01,3,24151.74,982
2015-03-01,5,22653.22,982
2016-03-01,4,30570.7,982
2017-03-01,8,52570.11,982
2018-03-01,3,21372.45,982
2020-03-01,2,7946.39,982
2021-03-01,3,12606.86,982
2022-03-01,4,10849.06,982
2023-03-01,1,2327.5,982
1998-04-01,1,313.5,982
2002-04-01,1,811.25,982
2004-04-01,2,5241.45,982
2005-04-01,2,18835.3,982
2006-04-01,1,1299.0,982
2007-04-01,5,16718.5,982
2008-04-01,2,7545.0,982
2009-04-01,12,48547.5,982
2010-04-01,3,11721.6,982
2011-04-01,1,2607.0,982
2012-04-01,3,4113.0,982
2013-04-01,4,13008.5,982
2014-04-01,4,24527.34,982
2015-04-01,10,62189.83,982
2016-04-01,3,19818.21,982
2017-04-01,3,16498.92,982
2018-04-01,3,19612.48,982
2019-04-01,2,10315.58,982
2021-04-01,2,10036.85,982
2023-04-01,1,1040.0,982
2024-04-01,3,16284.55,982
1999-05-01,1,674.5,982
2002-05-01,1,545.75,982
2003-05-01,1,114.0,982
2004-05-01,2,2587.5,982
2005-05-01,4,11951.85,982
2006-05-01,2,13133.75,982
2007-05-01,2,4742.18,982
2008-05-01,1,3148.75,982
2009-05-01,3,8392.0,982
2010-05-01,1,3862.5,982
2011-05-01,3,9868.5,982
2012-05-01,5,5618.0,982
2013-05-01,4,7146.0,982
2014-05-01,3,41754.36,982
2015-05-01,4,31888.65,982
2017-05-01,6,40494.7,982
2019-05-01,5,24307.17,982
2020-05-01,1,5000.91,982
2021-05-01,1,4657.59,982
2022-05-01,2,9142.47,982
2023-05-01,2,4710.42,982
2024-05-01,1,3641.8,982
2002-06-01,1,2094.75,982
2003-06-01,2,5029.0,982
2004-06-01,1,655.5,982
2005-06-01,5,16813.5,982
2006-06-01,3,7399.75,982
2007-06-01,5,9976.5,982
2008-06-01,8,20534.7,982
2009-06-01,2,2893.5,982
2010-06-01,2,8599.5,982
2011-06-01,4,16251.5,982
2012-06-01,6,4657.5,982
2013-06-01,5,13027.99,982
2014-06-01,2,8484.35,982
2015-06-01,4,19252.65,982
2016-06-01,4,17900.46,982
2017-06-01,2,14348.32,982
2018-06-01,2,7370.59,982
2019-06-01,4,24741.27,982
2020-06-01,3,22195.74,982
2021-06-01,4,20047.79,982
2022-06-01,1,3140.1,982
2023-06-01,2,10614.05,982
2024-06-01,1,1117.8,982
2004-07-01,3,4084.75,982
2005-07-01,2,4841.37,982
2006-07-01,4,11083.5,982
2007-07-01,2,8010.0,982
2008-07-01,18,43658.1,982
2009-07-01,8,24305.7,982
2010-07-01,1,6514.5,982
2011-07-01,2,2842.5,982
2012-07-01,12,16121.5,982
2013-07-01,4,11982.8,982
2014-07-01,1,6078.79,982
2016-07-01,2,14764.48,982
2017-07-01,4,37140.71,982
2018-07-01,4,22690.75,982
2019-07-01,5,33933.65,982
2020-07-01,2,6353.11,982
2021-07-01,2,6910.23,982
2022-07-01,1,2685.25,982
2023-07-01,4,15716.53,982
2024-07-01,3,7747.02,982
2000-08-01,1,1087.25,982
2003-08-01,1,543.0,982
2004-08-01,1,114.0,982
2005-08-01,1,1281.0,982
2006-08-01,6,17302.75,982
2007-08-01,4,6838.5,982
2008-08-01,3,6270.12,982
2009-08-01,6,11115.4,982
2010-08-01,4,11530.5,982
2011-08-01,4,10262.7,982
2012-08-01,15,35400.7,982
2013-08-01,3,9069.0,982
2014-08-01,2,21873.54,982
2015-08-01,3,14273.5,982
2016-08-01,3,16204.24,982
2017-08-01,3,13268.65,982
2018-08-01,7,35067.2,982
2019-08-01,1,8953.36,982
2020-08-01,1,4419.9,982
2021-08-01,4,19077.09,982
2022-08-01,2,18927.35,982
2023-08-01,2,7997.98,982
2005-09-01,3,4154.75,982
2006-09-01,4,13251.4,982
2007-09-01,1,2289.0,982
2008-09-01,8,28579.2,982
2009-09-01,8,31911.18,982
2010-09-01,2,2219.0,982
2011-09-01,2,7974.0,982
2012-09-01,3,7292.5,982
2013-09-01,1,1484.0,982
2015-09-01,4,22216.73,982
2016-09-01,3,16363.44,982
2017-09-01,1,3347.1,982
2018-09-01,4,19878.49,982
2023-09-01,1,1608.76,982
2024-09-01,1,2467.36,982
1996-10-01,1,313.5,982
1999-10-01,1,489.25,982
2002-10-01,1,6490.25,982
2005-10-01,2,4208.5,982
2006-10-01,1,1534.25,982
2008-10-01,5,13802.5,982
2009-10-01,6,16333.5,982
2010-10-01,5,11715.6,982
2011-10-01,5,14649.4,982
2012-10-01,3,4444.0,982
2013-10-01,3,7807.5,982
2014-10-01,5,34463.17,982
2015-10-01,3,13453.66,982
2016-10-01,1,8030.96,982
2017-10-01,5,18839.53,982
2018-10-01,4,22202.96,982
2020-10-01,3,12135.76,982
2021-10-01,3,19019.7,982
2003-11-01,2,4375.25,982
2004-11-01,2,7152.01,982
2005-11-01,1,2692.75,982
2006-11-01,3,5530.5,982
2007-11-01,5,15078.87,982
2008-11-01,8,20375.75,982
2009-11-01,3,4113.0,982
2010-11-01,3,11445.3,982
2011-11-01,3,6996.6,982
2012-11-01,15,23351.5,982
2013-11-01,3,5585.5,982
2014-11-01,2,10690.09,982
2015-11-01,17,98910.23,982
2016-11-01,2,14285.29,982
2017-11-01,5,38895.2,982
2018-11-01,10,44507.36,982
2020-11-01,1,12126.42,982
2023-11-01,1,2095.64,982
2003-12-01,2,3332.75,982
2005-12-01,3,9090.0,982
2006-12-01,5,14134.5,982
2008-12-01,9,34127.67,982
2009-12-01,8,12288.25,982
2010-12-01,5,11765.21,982
2011-12-01,4,8029.5,982
2012-12-01,11,19941.0,982
2013-12-01,2,11257.84,982
2014-12-01,5,24813.05,982
2015-12-01,5,19231.15,982
2016-12-01,4,27139.93,982
2017-12-01,4,26958.18,982
2018-12-01,3,18122.51,982
2019-12-01,1,5983.13,982
2020-12-01,4,35606.33,982
2021-12-01,4,13026.96,982
2023-12-01,1,2373.09,982
2003-01-01,1,1171.0,983
2008-02-01,1,866.0,983
2002-06-01,1,2682.9,983
2010-10-01,1,736.0,983
2002-11-01,1,4511.0,983
2018-01-01,1,7760.04,984
2019-01-01,2,14730.28,984
2020-01-01,1,3291.6,984
2016-02-01,1,7988.58,984
2018-02-01,2,14397.44,984
2019-02-01,2,13275.38,984
2022-02-01,1,5415.26,984
2024-02-01,2,7671.02,984
2018-03-01,2,20550.48,984
2022-03-01,1,5234.94,984
2024-03-01,5,18561.4,984
2015-04-01,1,12552.14,984
2024-05-01,3,10262.21,984
2024-06-01,5,14491.84,984
2017-07-01,1,6541.36,984
2023-07-01,1,7389.14,984
2024-07-01,3,9061.8,984
2013-08-01,1,4070.0,984
2018-08-01,1,6017.72,984
2017-09-01,1,9668.94,984
2022-09-01,2,10072.08,984
2023-09-01,5,24287.34,984
2023-10-01,5,22910.66,984
2015-11-01,1,6802.72,984
2017-11-01,2,15750.4,984
2018-11-01,1,6813.78,984
2019-11-01,3,21450.58,984
2021-11-01,1,9503.41,984
2023-11-01,2,7207.34,984
2017-12-01,5,34088.52,984
2018-12-01,3,22137.54,984
2019-12-01,1,5800.98,984
2017-06-01,1,3113.96,985
2014-01-01,1,2870.42,986
2018-02-01,1,690.0,986
2020-02-01,1,650.0,986
2019-03-01,1,650.0,986
2017-04-01,1,6407.36,986
2012-05-01,2,13595.0,986
2014-05-01,1,12287.31,986
2012-06-01,1,3460.0,986
2020-06-01,1,1950.0,986
2019-08-01,1,1950.0,986
2011-09-01,1,9535.0,986
2015-09-01,1,10173.88,986
2019-09-01,1,7320.22,986
2012-10-01,1,7065.0,986
2018-10-01,2,11485.16,986
2022-10-01,4,13266.38,986
2021-11-01,2,15778.0,986
2006-12-01,1,7020.0,986
2019-12-01,2,5158.0,986
2022-12-01,1,620.0,986
2003-06-01,1,220.0,987
2005-07-01,1,220.0,987
2013-01-01,3,15810.0,988
2011-02-01,3,6145.0,988
2012-03-01,1,6620.0,988
2013-03-01,3,11765.0,988
2011-04-01,4,15490.0,988
2010-06-01,1,240.0,988
2011-06-01,1,5315.0,988
2013-06-01,1,1470.0,988
2014-07-01,1,11315.66,988
2011-08-01,1,240.0,988
2013-08-01,1,3820.0,988
2011-09-01,1,240.0,988
2013-09-01,4,16625.0,988
2012-10-01,2,6535.0,988
2013-10-01,2,1100.0,988
2010-12-01,2,2090.0,988
2011-12-01,1,840.0,988
2012-12-01,2,11675.0,988
2010-01-01,1,2090.0,989
2022-03-01,1,480.0,989
2007-04-01,1,4100.0,989
2022-05-01,1,3147.12,989
2010-07-01,1,3962.0,989
2019-09-01,1,9589.0,989
2019-11-01,1,2900.0,989
2021-11-01,1,9580.0,989
2001-12-01,1,4600.0,989
2013-01-01,2,7920.0,990
2008-02-01,1,250.0,990
2007-03-01,1,755.0,990
2009-03-01,1,230.0,990
2013-03-01,1,1240.0,990
2014-03-01,2,3911.06,990
2007-04-01,1,480.0,990
2011-04-01,1,600.0,990
2008-05-01,1,2975.0,990
2010-05-01,1,775.0,990
2012-06-01,1,1030.0,990
2006-07-01,1,950.0,990
2010-07-01,1,4785.0,990
2012-09-01,1,1080.0,990
2018-09-01,1,5428.0,990
2007-10-01,1,4933.0,990
2012-10-01,1,1030.0,990
2002-11-01,1,220.0,990
2003-11-01,1,820.0,990
2006-11-01,1,615.36,990
2007-11-01,1,890.0,990
2012-11-01,1,1030.0,990
2015-11-01,1,2534.9,990
2018-03-01,1,3089.48,991
2017-06-01,1,3106.0,991
2018-10-01,1,3336.68,991
2017-11-01,1,3984.58,991
2021-01-01,1,1230.0,992
2022-01-01,1,1396.14,992
2018-03-01,1,1000.0,992
2017-06-01,1,2400.0,992
2021-07-01,1,2346.74,992
2018-10-01,1,1080.0,992
2013-04-01,1,1040.0,993
2013-05-01,2,970.0,993
2014-06-01,1,1968.84,993
2012-12-01,1,670.0,993
2010-09-01,1,510.0,994
2005-11-01,1,200.0,994
2022-01-01,1,7456.09,995
2023-07-01,1,5485.7,995
2021-09-01,1,2982.29,995
2023-01-01,1,1505.0,996
2015-06-01,1,5166.5,996
2024-06-01,1,3934.69,996
2024-07-01,3,10802.6,996
2023-11-01,2,12632.82,996
2024-11-01,1,2649.01,996
2011-12-01,1,400.0,996
2022-12-01,1,5656.23,996
2016-01-01,1,6834.86,997
2007-10-01,1,1100.25,997
2012-10-01,1,2420.0,997
2019-01-01,1,3920.0,998
2008-01-01,1,6892.0,999
2013-01-01,1,1050.0,999
2014-01-01,1,2880.18,999
2019-01-01,1,6181.5,999
2022-01-01,1,7879.4,999
2004-02-01,1,3047.5,999
2015-02-01,1,840.0,999
2016-02-01,1,4988.24,999
2018-02-01,1,13892.6,999
2022-02-01,2,18839.0,999
2010-03-01,1,2080.0,999
2014-03-01,1,4386.24,999
2016-03-01,1,6459.7,999
2008-04-01,1,2575.0,999
2014-04-01,1,2346.32,999
2015-04-01,5,16036.88,999
2016-04-01,4,16642.12,999
2017-04-01,1,6161.27,999
2019-04-01,2,4861.52,999
2020-04-01,1,3030.0,999
2021-04-01,1,8879.92,999
2018-05-01,1,3066.58,999
2019-05-01,1,2770.0,999
2008-06-01,1,4862.0,999
2014-06-01,1,4189.8,999
2017-06-01,1,3789.16,999
2021-06-01,1,10720.16,999
2022-06-01,1,1590.0,999
2012-07-01,1,1850.0,999
2015-07-01,2,9949.94,999
2016-07-01,3,13826.56,999
2017-07-01,2,11359.82,999
2019-07-01,1,5425.22,999
2020-07-01,1,4365.84,999
2014-08-01,1,2782.74,999
2015-08-01,2,6232.28,999
2017-08-01,3,11367.88,999
2019-08-01,2,8765.74,999
2022-08-01,1,4909.0,999
2007-09-01,1,3550.0,999
2013-09-01,1,780.0,999
2015-09-01,3,18906.1,999
2016-09-01,1,2617.68,999
2017-09-01,2,8979.38,999
2020-09-01,1,7898.6,999
2021-09-01,1,6877.92,999
2017-10-01,3,12442.26,999
2018-10-01,1,7625.3,999
2019-10-01,1,340.0,999
2012-11-01,1,590.0,999
2013-11-01,1,550.0,999
2021-11-01,3,29748.52,999
2019-12-01,1,3674.0,999
2014-07-01,1,2482.3,1000
2017-01-01,3,25536.84,1001
2018-01-01,4,23732.94,1001
2020-01-01,2,8430.54,1001
2021-01-01,1,5425.7,1001
2022-01-01,5,31429.8,1001
2023-01-01,3,20694.54,1001
2024-01-01,3,14341.22,1001
2008-02-01,1,570.0,1001
2014-02-01,1,9137.24,1001
2015-02-01,2,13594.9,1001
2016-02-01,1,9563.62,1001
2017-02-01,2,14908.98,1001
2019-02-01,2,14508.64,1001
2022-02-01,5,25396.78,1001
2015-03-01,2,13181.7,1001
2016-03-01,1,4923.04,1001
2017-03-01,4,39587.08,1001
2019-03-01,2,12832.76,1001
2020-03-01,4,28904.2,1001
2021-03-01,4,18802.24,1001
2022-03-01,1,5394.8,1001
2009-04-01,1,5200.0,1001
2015-04-01,1,9752.16,1001
2016-04-01,1,8088.88,1001
2017-04-01,2,17888.2,1001
2018-04-01,1,6706.96,1001
2020-04-01,5,44817.72,1001
2021-04-01,3,23612.62,1001
2022-04-01,1,4093.52,1001
2024-04-01,1,3725.18,1001
2017-05-01,3,17292.42,1001
2018-05-01,2,18337.16,1001
2021-05-01,4,34996.18,1001
2022-05-01,1,7444.08,1001
2024-05-01,1,5112.86,1001
2017-06-01,3,16894.2,1001
2020-06-01,2,8185.74,1001
2021-06-01,1,9151.44,1001
2022-06-01,1,3877.25,1001
2023-06-01,5,34297.17,1001
2015-07-01,1,11101.8,1001
2016-07-01,1,5100.7,1001
2019-07-01,1,9268.02,1001
2021-07-01,1,3953.78,1001
2022-07-01,4,21039.74,1001
2023-07-01,1,5589.98,1001
2024-07-01,1,24102.67,1001
2015-08-01,3,17945.26,1001
2016-08-01,1,4566.64,1001
2018-08-01,1,8000.26,1001
2019-08-01,2,7061.3,1001
2020-08-01,2,14383.16,1001
2021-08-01,4,17604.28,1001
2022-08-01,2,9575.29,1001
2023-08-01,4,23878.92,1001
2024-08-01,2,8369.46,1001
2017-09-01,3,18286.46,1001
2018-09-01,1,3237.34,1001
2019-09-01,2,20874.68,1001
2022-09-01,4,24533.22,1001
2023-09-01,4,20997.81,1001
2024-09-01,2,15620.88,1001
2017-10-01,2,15538.94,1001
2019-10-01,4,42640.26,1001
2021-10-01,2,6956.7,1001
2022-10-01,3,18394.04,1001
2024-10-01,2,13712.89,1001
2014-11-01,2,15662.68,1001
2016-11-01,1,5608.62,1001
2018-11-01,2,10945.32,1001
2019-11-01,1,4835.92,1001
2020-11-01,9,72030.33,1001
2021-11-01,3,17644.62,1001
2022-11-01,1,5245.74,1001
2023-11-01,2,11405.86,1001
2014-12-01,1,7284.26,1001
2017-12-01,2,14084.42,1001
2018-12-01,2,10547.08,1001
2020-12-01,4,27049.6,1001
2021-12-01,2,5029.5,1001
2022-12-01,1,7338.44,1001
2012-03-01,1,1730.0,1002
2013-03-01,1,2732.65,1002
2014-04-01,1,400.0,1002
2016-04-01,1,2189.0,1002
2018-04-01,1,3088.7,1002
2018-05-01,3,10204.0,1002
2014-07-01,1,3212.86,1002
2015-07-01,1,4058.3,1002
2013-08-01,1,1130.0,1002
2009-10-01,1,5587.0,1002
2006-02-01,1,4235.0,1003
2011-07-01,1,3062.0,1003
2015-07-01,1,3302.72,1003
2012-08-01,1,820.0,1003
2013-09-01,1,1110.0,1003
2015-09-01,1,3040.64,1003
2002-10-01,1,800.0,1003
2015-11-01,1,2654.84,1003
2015-01-01,1,2370.0,1004
2012-02-01,1,769.25,1004
2012-03-01,2,0.0,1004
2017-03-01,1,2176.0,1004
2013-06-01,2,1789.25,1004
2015-06-01,1,1890.0,1004
2019-06-01,1,918.0,1004
2020-06-01,1,4674.15,1004
2009-07-01,1,450.0,1004
2014-07-01,1,986.0,1004
2018-07-01,1,4572.15,1004
2019-07-01,1,3297.15,1004
2009-08-01,1,2618.0,1004
2004-10-01,1,3463.75,1004
2009-10-01,1,3774.0,1004
2014-10-01,1,1326.0,1004
2002-11-01,1,212.5,1004
2009-12-01,1,4278.05,1004
2020-12-01,1,2999.65,1004
2022-01-01,2,680.0,1005
2023-01-01,2,1260.0,1005
2022-02-01,1,630.0,1005
2023-03-01,2,250.0,1005
2022-04-01,7,18160.0,1005
2022-05-01,2,730.0,1005
2023-05-01,2,7434.11,1005
2023-06-01,1,1431.17,1005
2024-07-01,5,9610.46,1005
2022-08-01,2,1210.0,1005
2024-08-01,2,976.71,1005
2022-09-01,2,14067.15,1005
2024-09-01,1,1993.59,1005
2023-10-01,1,800.97,1005
2024-10-01,2,2723.67,1005
2021-11-01,21,35166.82,1005
2023-11-01,2,680.0,1005
2021-12-01,1,720.0,1005
2022-12-01,2,3745.64,1005
2023-12-01,3,930.0,1005
2024-02-01,1,4872.48,1006
2019-05-01,1,1300.0,1006
2022-05-01,4,20657.02,1006
2022-07-01,1,3640.74,1006
2022-08-01,1,3642.56,1006
2023-12-01,1,7284.96,1006
2006-05-01,1,6880.0,1007
2010-09-01,1,4280.0,1007
2012-12-01,2,1100.0,1007
2015-04-01,1,7789.26,1008
2014-07-01,1,5493.7,1008
2013-09-01,1,3000.0,1008
2011-01-01,1,1100.0,1009
2013-02-01,1,4115.0,1009
2015-02-01,1,18619.1,1009
2011-05-01,1,6520.0,1009
2018-08-01,1,3679.0,1009
2019-08-01,1,5629.0,1009
2019-09-01,1,3399.0,1009
2013-10-01,1,12953.59,1009
2010-11-01,1,5081.0,1009
2012-11-01,1,6360.0,1009
2012-12-01,1,4785.0,1009
2013-09-01,1,864.62,1010
2014-01-01,1,2103.84,1011
2019-02-01,1,5273.08,1011
2013-05-01,1,600.0,1011
2012-11-01,2,1210.0,1011
2014-11-01,1,1954.26,1011
2012-12-01,2,1344.0,1011
2007-02-01,1,240.0,1012
2015-09-01,1,1600.0,1012
2019-03-01,1,1120.0,1013
2015-10-01,1,4769.0,1013
2023-10-01,1,200.0,1013
2013-11-01,1,120.0,1013
2016-11-01,1,4960.0,1013
2018-11-01,1,4289.0,1013
2016-02-01,1,2642.6,1014
2016-03-01,1,2301.12,1014
2016-06-01,1,6321.66,1014
2015-07-01,2,12408.36,1014
2015-12-01,1,5076.28,1014
2014-02-01,2,3988.0,1015
2017-02-01,1,4304.0,1015
2011-03-01,1,1850.0,1015
2017-03-01,1,2138.0,1015
2014-04-01,8,15837.0,1015
2016-04-01,1,1550.0,1015
2014-05-01,1,1795.2,1015
2017-05-01,1,1610.0,1015
2011-06-01,1,1248.0,1015
2013-06-01,3,9182.0,1015
2022-06-01,1,2662.0,1015
2013-07-01,1,1994.0,1015
2021-09-01,1,2540.0,1015
2013-10-01,1,1850.0,1015
2012-11-01,1,1850.0,1015
2017-11-01,4,9396.2,1015
2022-11-01,1,1942.0,1015
2013-12-01,1,2141.2,1015
2015-12-01,1,2236.4,1015
2014-04-01,5,4975.0,1016
2017-05-01,1,600.0,1016
2018-09-01,1,350.0,1016
2018-10-01,1,100.0,1016
2008-11-01,1,2665.0,1016
2015-12-01,1,0.0,1016
2005-06-01,1,0.0,1017
2006-08-01,1,240.0,1018
2007-05-01,1,2965.0,1019
2011-05-01,1,2240.0,1019
2013-09-01,1,1360.0,1019
2014-12-01,1,4939.8,1019
2013-01-01,1,1290.0,1020
2011-06-01,1,360.0,1021
2013-01-01,1,466.0,1022
2016-09-01,3,1790.0,1022
2014-01-01,1,11381.4,1023
2019-01-01,1,6209.66,1023
2019-04-01,1,4997.92,1023
2008-06-01,1,1000.0,1023
2014-06-01,1,9513.7,1023
2014-07-01,1,5888.02,1023
2018-07-01,1,1948.66,1023
2013-08-01,1,5410.0,1023
2010-09-01,1,6560.0,1023
2018-12-01,1,4837.24,1023
2015-01-01,1,2800.0,1024
2012-02-01,1,3127.0,1024
2007-05-01,1,1460.0,1024
2011-06-01,1,250.0,1024
2011-07-01,1,250.0,1024
2018-08-01,1,1300.0,1024
2004-10-01,1,525.0,1024
2011-10-01,1,250.0,1024
2021-02-01,1,5330.28,1025
2022-04-01,2,9689.34,1025
2023-05-01,1,4632.62,1025
2019-07-01,1,5604.78,1025
2018-10-01,1,6257.45,1025
2019-11-01,1,7086.5,1025
2021-12-01,1,5762.28,1025
2020-01-01,1,6754.8,1026
