NUMERO_DO_CASO,DATA_ABERTURA,TOTAL_CASOS,TOTAL_NAO_ABANDONADOS,TOTAL_ABANDONADOS,TOTAL_FATURADO_DOLAR,SERVICO_AGRUPADO
2221187,10/2021,1,1,0,1999.0,D;J;G
2221268,10/2021,1,1,0,4020.64,J;G;B;E;C
2221292,10/2021,1,1,0,3321.12,J;G;B;C
2221322,10/2021,1,0,1,5099.0,D;J;G;A;B
2221330,10/2021,1,0,1,5109.0,D;J;G;A;B
2221349,10/2021,1,0,1,5099.0,D;J;G;A;B
2221357,10/2021,1,0,1,5099.0,D;J;G;A;B
2221373,10/2021,1,1,0,1835.83,J;G;C
2221381,10/2021,1,1,0,3386.14,J;G;H;C
2221403,10/2021,1,1,0,5207.89,D;J;G;H;C
2221411,10/2021,1,1,0,4043.6,D;J;G;C
2221438,10/2021,1,0,1,5826.42,D;J;H;C
2221446,10/2021,1,1,0,4373.66,J;G;B;C
2221519,10/2021,1,0,1,7374.91,D;J;G;H;C
2221608,10/2021,1,0,1,2392.0,J;G;B
2221640,10/2021,1,1,0,3088.2,D;J;G;B;C
2221659,10/2021,1,1,0,3992.81,J;G;B;E;C
2221667,10/2021,1,1,0,3797.0,J;G;H;B
2221705,10/2021,1,1,0,4199.7,J;G;H;B
2221764,10/2021,1,1,0,1110.0,G;H;A
2221780,10/2021,1,1,0,3814.52,J;G;B;E;C
2221888,10/2021,1,1,0,7188.4,J;G;H;C
2221896,10/2021,1,1,0,6425.91,J;G;H;B;E;C
2221900,10/2021,1,1,0,6364.16,D;J;G;B;C
2221918,10/2021,1,1,0,6499.43,D;J;G;B;E;C
2221926,10/2021,1,0,1,3176.16,D;J;G;B;C
2221934,10/2021,1,1,0,10052.48,D;J;G;H;B;E;C
2221942,10/2021,1,1,0,8278.3,D;J;G;B;C
2222000,10/2021,1,1,0,4936.94,D;J;G;B;C
2222027,10/2021,1,1,0,5820.8,J;G;C
2222035,10/2021,1,0,1,4859.0,D;J;G;H;B
2222191,10/2021,1,1,0,3880.11,G;B
2222205,10/2021,1,0,1,5119.0,D;J;G;H;B
2225034,10/2021,1,0,1,1342.0,J;C
2225042,10/2021,1,1,0,4361.75,J;G;H;A;B
2225050,10/2021,1,1,0,3822.01,J;G;B;E;C
2225069,10/2021,1,0,1,1954.58,J;G;C
2225077,10/2021,1,1,0,5296.17,D;J;G;H;B;E;C
2225336,10/2021,1,1,0,10912.26,D;J;G;H;B;E;C
2225344,10/2021,1,1,0,722.76,G;H;A;E
2225360,10/2021,1,0,1,2013.12,J;G;C
2225379,10/2021,1,1,0,6091.58,J;G;H;C
2225387,10/2021,1,0,1,8913.6,D;J;G;H;B;C
2225395,10/2021,1,1,0,2910.48,J;G;C
2225425,10/2021,1,0,1,8258.2,D;J;G;H;B;C
2225450,10/2021,1,0,1,8338.96,D;J;G;H;B;C
2225468,10/2021,1,0,1,6304.64,D;J;G;H;B;C
2225506,10/2021,1,0,1,2929.76,J;G;B;C
2225522,10/2021,1,1,0,2330.0,B;E
2225530,10/2021,1,1,0,3730.0,B;E
2225654,10/2021,1,1,0,4705.92,D;J;G;H;A;B;E
2225662,10/2021,1,1,0,6237.65,D;J;G;B;C
2225670,10/2021,1,1,0,5937.91,D;J;G;B;C
2225700,10/2021,1,1,0,4700.36,J;G;C
2225913,10/2021,1,1,0,44.86,I;D
2225930,10/2021,1,0,1,1997.9,J;C
2225948,10/2021,1,1,0,3245.0,D;J;G;B;C
2225956,10/2021,1,1,0,4218.68,D;J;G;H;B;C
2225964,10/2021,1,1,0,3340.06,D;J;G;B;C
2225972,10/2021,1,1,0,3952.82,D;J;G;H;B;C
2225980,10/2021,1,1,0,1992.9,J;G;B;C
2225999,10/2021,1,1,0,2663.47,D;J;G;C
2226014,10/2021,1,1,0,3739.0,D;J;G;B
2226111,10/2021,1,1,0,2928.83,J;G;H;B;C
2226227,10/2021,1,1,0,10793.12,D;J;G;H;B;C
2226243,10/2021,1,1,0,1530.84,J;G;C
2226278,10/2021,1,1,0,3138.34,J;G;C
2226286,10/2021,1,1,0,3791.2,D;J;G;H;C
2226316,10/2021,1,1,0,4326.26,D;J;G;B;C
2226472,10/2021,1,1,0,4961.6,D;J;G;B;C
2226499,10/2021,1,1,0,4973.65,D;J;G;B;C
2226502,10/2021,1,1,0,5002.67,D;J;G;B;C
2226510,10/2021,1,1,0,4787.93,D;J;G;B;C
2226529,10/2021,1,1,0,4732.41,D;J;G;B;C
2226804,10/2021,1,1,0,50.0,A
2226812,10/2021,1,1,0,630.0,G;H;A
2226820,10/2021,1,1,0,2621.7,J;G;B;C
2226839,10/2021,1,1,0,3672.0,J;G;H;B
2226847,10/2021,1,1,0,8294.74,J;G;H;B;C
2226855,10/2021,1,1,0,1981.14,J;G;C
2226944,10/2021,1,1,0,1893.04,J;H;C
2226960,10/2021,1,0,1,3969.0,D;J;G;H;B
2226987,10/2021,1,0,1,2337.52,J;G;C
2226995,10/2021,1,1,0,3432.0,D;J;G;B
2227045,10/2021,1,1,0,5999.0,D;J;G;H;B
2227053,10/2021,1,1,0,3902.61,J;G;B;E
2227070,10/2021,1,1,0,4616.0,J;G;H;B;C
2227118,10/2021,1,0,1,164.98,D;B
2227150,10/2021,1,1,0,1743.2,D;J;G;A
2227169,10/2021,1,1,0,1743.2,D;J;G;A
2227177,10/2021,1,1,0,1743.2,D;J;G;A
2227185,10/2021,1,1,0,1743.2,D;J;G;A
2227207,10/2021,1,1,0,4813.04,J;G;H;B;C
2227223,10/2021,1,1,0,4670.07,J;G;B;C
2227240,10/2021,1,0,1,144.57,D
2227258,10/2021,1,0,1,328.37,D;E
2227339,10/2021,1,1,0,2436.99,D;J;G
2227355,10/2021,1,1,0,4702.6,J;G;H;C
2227363,10/2021,1,1,0,4942.7,J;G;H;B
2227371,10/2021,1,0,1,1722.0,J;H
2227380,10/2021,1,1,0,3416.0,J;G;H;B;C
2227401,10/2021,1,0,1,3373.65,D;J;G;H;B
2227410,10/2021,1,1,0,8341.91,D;J;G;H;A;B;C
2227428,10/2021,1,1,0,4583.78,J;G;B;C
2227940,10/2021,1,0,1,5818.37,D;J;H;C
2227975,10/2021,1,0,1,1302.09,D;J
2228173,10/2021,1,1,0,3296.0,J;G;H;B
2228211,10/2021,1,1,0,5196.58,D;J;G;H;B;C
2228459,10/2021,1,1,0,2752.0,J;G;H
2228602,10/2021,1,1,0,6160.24,D;J;G;H;C
2228637,10/2021,1,0,1,7530.34,D;J;G;B;C
2228688,10/2021,1,1,0,2144.49,J;G;C
2228696,10/2021,1,1,0,3594.0,D;J;G;B
2228700,10/2021,1,1,0,5717.73,J;G
2228750,10/2021,1,1,0,4298.74,J;G;B;C
2228793,10/2021,1,1,0,954.52,I;D;J;G
2228840,10/2021,1,1,0,2800.0,G;H;A;B
2228947,10/2021,1,1,0,6225.54,J;G;C
2228980,10/2021,1,0,1,1318.4,D;J
2228998,10/2021,1,1,0,5529.24,J;G;B;E;C
2229102,10/2021,1,0,1,1422.6,D;J;C
2229110,10/2021,1,0,1,1224.21,D;J
2229269,10/2021,1,1,0,100.0,A
2229277,10/2021,1,1,0,750.0,A;E
2229285,10/2021,1,1,0,750.0,A;E
2229293,10/2021,1,1,0,3450.0,A;B;E
2229307,10/2021,1,1,0,2025.0,A;B
2229315,10/2021,1,1,0,1150.0,A;B
2229323,10/2021,1,1,0,2570.0,G;A;B
2334976,10/2022,1,0,1,1307.69,J;G;C
2334984,10/2022,1,1,0,823.75,J;C
2334992,10/2022,1,1,0,3081.81,J;G;B;E;C
2335069,10/2022,1,1,0,3253.37,J;G;C
2335077,10/2022,1,1,0,5899.0,D;J;G;H;B;E
2335107,10/2022,1,1,0,2512.0,J;G;H
2335115,10/2022,1,1,0,4122.74,J;G;B;C
2335190,10/2022,1,1,0,750.0,A;E
2335204,10/2022,1,1,0,2338.26,A;B
2335212,10/2022,1,1,0,1660.0,A;B
2335220,10/2022,1,1,0,100.0,A
2335239,10/2022,1,1,0,1460.0,A;B
2335247,10/2022,1,1,0,990.0,I;A;B
2335255,10/2022,1,1,0,940.0,A;B
2335263,10/2022,1,1,0,2159.92,J;G;C
2335298,10/2022,1,1,0,6467.2,J;G;H;B;C
2335301,10/2022,1,0,1,1143.81,J;C
2335310,10/2022,1,1,0,1643.59,J;G;B;C
2335425,10/2022,1,0,1,7690.2,J;G;H;B;C
2335433,10/2022,1,1,0,3103.65,J;G;C
2335441,10/2022,1,1,0,5380.76,J;G;H;B;C
2335484,10/2022,1,1,0,1070.0,I;A
2335492,10/2022,1,1,0,1070.0,I;A
2335506,10/2022,1,1,0,350.0,I;A
2335514,10/2022,1,1,0,1630.0,I;A;B
2335522,10/2022,1,1,0,350.0,I;A
2335530,10/2022,1,1,0,2200.0,I;G;H;A
2335549,10/2022,1,1,0,2260.0,I;G;H;A
2335662,10/2022,1,1,0,3409.44,J;G;C
2335697,10/2022,1,0,1,2370.62,J;G;H
2335700,10/2022,1,1,0,1762.14,J;C
2335727,10/2022,1,1,0,6713.58,J;G;H;B;C
2335735,10/2022,1,0,1,5087.52,J;C
2335743,10/2022,1,1,0,5661.02,J;G;H;A;B;C
2335964,10/2022,1,1,0,3029.0,D;J;G;A;E
2336006,10/2022,1,1,0,3713.56,D;J;G;C
2336014,10/2022,1,0,1,2171.57,J;H;C
2336049,10/2022,1,1,0,5910.68,J;G;H;A;C
2336154,10/2022,1,1,0,3824.84,D;J;G;H;C
2336162,10/2022,1,1,0,3848.52,D;J;G;C
2336189,10/2022,1,1,0,150.0,G;A
2336197,10/2022,1,1,0,6129.0,D;J;G;A;B;E
2336200,10/2022,1,1,0,147.14,G;A
2336219,10/2022,1,1,0,150.0,G;A
2336588,10/2022,1,0,1,49.11,A
2336600,10/2022,1,1,0,1196.3,J;C
2336898,10/2022,1,1,0,7309.0,D;J;G;H;A;B
2336901,10/2022,1,1,0,7152.34,D;J;G;H;A;B;E
2336936,10/2022,1,1,0,3202.98,D;J;G;C
2336979,10/2022,1,1,0,4352.86,J;G;H;B;C
2337053,10/2022,1,1,0,630.0,G;H;A
2337070,10/2022,1,0,1,5791.04,D;J;G;H;A;C
2337193,10/2022,1,1,0,875.8,J;C
2337223,10/2022,1,1,0,3798.87,D;J;G;C
2337231,10/2022,1,1,0,3212.0,D;J;G;H
2337290,10/2022,1,1,0,2648.7,J;G;C
2337339,10/2022,1,1,0,3909.68,D;J;G;B
2337533,10/2022,1,1,0,3625.68,J;G;B;C
2337541,10/2022,1,0,1,1622.88,D;J;C
2337550,10/2022,1,0,1,1925.91,D;J;C
2337614,10/2022,1,1,0,719.69,G;H;A
2337622,10/2022,1,1,0,250.0,D;G;A
2337649,10/2022,1,1,0,1680.0,G;H;A;B
2337746,10/2022,1,1,0,3937.75,I;J;G;B;C
2337908,10/2022,1,1,0,5205.83,J;G;B;E;C
2338130,10/2022,1,1,0,2653.83,J;G;C
2338149,10/2022,1,1,0,4351.07,J;G;B;C
2338157,10/2022,1,1,0,3398.42,D;J;G;C
2338165,10/2022,1,1,0,2352.0,D;J;G;A
2338173,10/2022,1,1,0,5337.5,J;G;B;C
2338181,10/2022,1,1,0,3655.37,D;J;G;B;C
2338190,10/2022,1,1,0,3352.0,J;G;B
2338203,10/2022,1,1,0,3345.82,D;J;G;C
2338220,10/2022,1,1,0,3642.0,J;G;B
2338254,10/2022,1,1,0,6957.24,J;G;C
2338262,10/2022,1,1,0,4925.6,J;G;C
2338327,10/2022,1,1,0,6074.06,J;G;H;C
2338335,10/2022,1,1,0,5431.37,J;G;C
2338360,10/2022,1,0,1,2296.65,J;C
2338920,10/2022,1,1,0,5059.0,D;F;J;G;A;B
2338939,10/2022,1,1,0,150.0,G;A
2338947,10/2022,1,1,0,150.0,G;A
2338955,10/2022,1,1,0,780.0,G;A;B
2338963,10/2022,1,1,0,630.0,G;H;A
2338971,10/2022,1,1,0,2976.16,D;J;G;C
2338980,10/2022,1,1,0,3826.56,J;G;H;B;C
2339080,10/2022,1,1,0,144.49,G;A
2339161,10/2022,1,0,1,2660.9,J;C
2339196,10/2022,1,1,0,12709.53,J;G;C
2339200,10/2022,1,1,0,5616.23,J;G;H;A;B;E;C
2339277,10/2022,1,1,0,8034.06,J;G;B;C
2339366,10/2022,1,1,0,2785.02,J;G;H;C
2339404,10/2022,1,0,1,3461.96,D;J;H;C
2339412,10/2022,1,1,0,4219.85,D;J;G;H;C
2339463,10/2022,1,1,0,1014.05,J
2339650,10/2022,1,1,0,2690.0,J;G;B
2340330,10/2022,1,1,0,7593.86,D;J;G;H;B;C
2340356,10/2022,1,1,0,3500.46,J;G;B;C
2340402,10/2022,1,1,0,5067.52,D;J;G;H;C
2340410,10/2022,1,1,0,5528.11,D;J;G;H;C
2340704,10/2022,1,1,0,8965.36,J;G;H;B;C
2340712,10/2022,1,1,0,7304.92,J;G;H;B;C
2340720,10/2022,1,0,1,13604.92,J;H;B;C
2340739,10/2022,1,1,0,19625.99,J;G;H;B;C
2340763,10/2022,1,1,0,1320.93,J;G;C
2340844,10/2022,1,1,0,5279.0,D;J;G;H;B;E
2340860,10/2022,1,1,0,3700.42,J;G;H;C
2340984,10/2022,1,1,0,1427.64,J;G;C
2340992,10/2022,1,1,0,2480.09,J
2341018,10/2022,1,0,1,186.49,D;B
2341034,10/2022,1,1,0,4156.54,J;G;C
2341042,10/2022,1,1,0,4537.92,D;J;G;H;C
2341077,10/2022,1,1,0,2977.98,J;G;C
2341093,10/2022,1,1,0,6227.34,J;G;H;A;B;C
2341107,10/2022,1,1,0,3667.14,J;G;H;C
2341123,10/2022,1,0,1,3592.26,J;G;C
2341131,10/2022,1,1,0,6373.73,J;G;C
2341166,10/2022,1,1,0,4156.52,J;G;C
2341190,10/2022,1,1,0,144.49,G;A
2341255,10/2022,1,0,1,1242.0,J
2341271,10/2022,1,1,0,3126.66,J;G;B;C
2341298,10/2022,1,1,0,6277.48,J;G;H;C
2341409,10/2022,1,1,0,2491.9,J;G;C
2341549,10/2022,1,1,0,2997.48,J;G;H
2341557,10/2022,1,0,1,3472.0,J;B;C
2341565,10/2022,1,1,0,3809.0,J;G;H;B;C
2341697,10/2022,1,0,1,4232.0,J;G;H;B;E
2341700,10/2022,1,1,0,10114.78,J;G;C
2342006,10/2022,1,1,0,3573.76,D;J;G;B;E;C
2342014,10/2022,1,1,0,4985.44,D;J;G;B;E;C
2342022,10/2022,1,1,0,3561.34,J;G;H;B;C
2342030,10/2022,1,1,0,2168.5,J;G
2342049,10/2022,1,0,1,1229.71,J
2342065,10/2022,1,1,0,2403.64,J;G;B;C
2342103,10/2022,1,1,0,1685.7,J;G
2342154,10/2022,1,1,0,5116.34,D;J;G;H;C
2342162,10/2022,1,0,1,2381.62,D;J;G;C
2342170,10/2022,1,1,0,5287.2,D;J;G;A;B
2342189,10/2022,1,1,0,5287.2,D;J;G;A;B
2342197,10/2022,1,0,1,3084.0,J;B
2342200,10/2022,1,1,0,4339.36,J;G;H;C
2342260,10/2022,1,0,1,540.0,J;C
2342278,10/2022,1,0,1,1972.0,J;G
2342286,10/2022,1,1,0,8696.48,J;G;H;B;C
2342294,10/2022,1,1,0,3336.65,D;J;G;H;C
2342308,10/2022,1,1,0,2681.61,D;J;G;C
2342316,10/2022,1,1,0,3345.26,D;J;G;C
2342324,10/2022,1,1,0,2485.45,D;J;G;C
2342332,10/2022,1,0,1,2418.56,J;C
2342367,10/2022,1,1,0,2203.05,D;J;G;C
2342375,10/2022,1,0,1,100.0,A
2342383,10/2022,1,1,0,2323.96,A;B
2342391,10/2022,1,1,0,3190.07,G;H;A;B
2342405,10/2022,1,1,0,150.0,G;A
2342413,10/2022,1,1,0,150.0,G;A
2432676,10/2023,1,1,0,5644.75,D;J;G;B;C
2432684,10/2023,1,1,0,6814.14,J;C
2432765,10/2023,1,1,0,1629.6,J;G;H;C
2432773,10/2023,1,0,1,4543.06,D;J;B;C
2432790,10/2023,1,1,0,1242.0,J
2432803,10/2023,1,1,0,3888.03,J;G;B;C
2432854,10/2023,1,1,0,3725.72,D;J;H;C
2432870,10/2023,1,1,0,1542.0,J;B
2432927,10/2023,1,0,1,3995.2,D;J;B;C
2432943,10/2023,1,0,1,4167.54,D;J;B;C
2432951,10/2023,1,0,1,3872.23,D;J;B;C
2432986,10/2023,1,0,1,4525.64,D;J;B;C
2433052,10/2023,1,1,0,425.0,J;B
2433060,10/2023,1,1,0,1077.0,J;G;H;B
2433095,10/2023,1,1,0,6533.82,J;H;B;C
2433141,10/2023,1,1,0,2308.1,J;C
2433257,10/2023,1,1,0,3579.4,D;J;H;B;C
2433265,10/2023,1,1,0,50.0,A
2433281,10/2023,1,1,0,2097.33,D;J;C
2433290,10/2023,1,1,0,1165.17,J;C
2433320,10/2023,1,1,0,3985.05,J;C
2433338,10/2023,1,1,0,798.53,G;B
2433346,10/2023,1,1,0,128.07,G
2433354,10/2023,1,1,0,128.07,G
2433362,10/2023,1,1,0,128.07,G
2433370,10/2023,1,1,0,128.74,G
2433435,10/2023,1,1,0,50.0,A
2433486,10/2023,1,1,0,4794.22,J;C
2433737,10/2023,1,1,0,4825.14,A;B;C
2433753,10/2023,1,0,1,4049.02,J;G;H;B;C
2433761,10/2023,1,1,0,3306.12,J;G;B;C
2433796,10/2023,1,1,0,4621.78,D;J;H;B;C
2433800,10/2023,1,1,0,1174.36,J;C
2433850,10/2023,1,1,0,881.67,J;C
2433869,10/2023,1,1,0,50.0,A
2433877,10/2023,1,1,0,5022.08,D;J;C
2433885,10/2023,1,1,0,1019.86,J;C
2433907,10/2023,1,1,0,1542.0,J;B
2433923,10/2023,1,1,0,3540.36,J;B;C
2433958,10/2023,1,1,0,2778.64,J;C
2433966,10/2023,1,1,0,2314.54,J;C
2434024,10/2023,1,1,0,4895.86,J;H;C
2434067,10/2023,1,1,0,736.49,G;A
2434075,10/2023,1,1,0,1439.33,J;C
2434091,10/2023,1,1,0,3141.98,J;C
2434105,10/2023,1,1,0,1795.8,J;C
2434121,10/2023,1,1,0,2275.2,J;C
2434130,10/2023,1,1,0,1416.96,J;C
2434440,10/2023,1,1,0,2408.45,J;C
2434725,10/2023,1,0,1,2819.0,D;J;G;B
2434733,10/2023,1,0,1,2819.0,D;J;G;B
2434741,10/2023,1,1,0,2786.27,D;J;G;C
2434768,10/2023,1,1,0,3337.64,J;G;C
2434776,10/2023,1,1,0,5556.7,D;J;G;C
2434903,10/2023,1,1,0,807.3,J
2434911,10/2023,1,1,0,2799.26,J;G;C
2434920,10/2023,1,1,0,4263.48,J;C
2434938,10/2023,1,1,0,3254.24,J;H;C
2434946,10/2023,1,1,0,4298.2,J;C
2434954,10/2023,1,1,0,50.0,A
2434962,10/2023,1,1,0,4433.02,J;C
2435209,10/2023,1,1,0,1708.83,J;B;C
2435217,10/2023,1,1,0,1661.0,J;B;C
2435225,10/2023,1,1,0,1811.0,J;B;C
2435233,10/2023,1,1,0,1886.0,J;B;C
2435241,10/2023,1,1,0,4545.6,J;G;B;C
2435276,10/2023,1,1,0,5164.8,D;J;G;C
2435411,10/2023,1,1,0,6551.16,D;J;G;C
2435420,10/2023,1,1,0,2919.0,D;J;G;H;A
2435438,10/2023,1,1,0,2929.0,D;J;G;H;A
2435446,10/2023,1,1,0,2909.0,D;J;G;H;A
2435454,10/2023,1,1,0,2939.0,D;J;G;H;A
2435462,10/2023,1,1,0,2919.0,D;J;G;H;A
2435470,10/2023,1,1,0,2899.0,D;J;G;H;A
2435489,10/2023,1,1,0,2849.0,D;J;G;H;A
2435497,10/2023,1,1,0,2869.0,D;J;G;H;A
2435500,10/2023,1,1,0,2879.0,D;J;G;H;A
2435519,10/2023,1,1,0,2939.0,D;J;G;H;A
2435527,10/2023,1,1,0,3008.54,J;G;H;C
2435586,10/2023,1,1,0,1090.35,J;C
2435683,10/2023,1,1,0,1431.2,D;J;G;A
2435691,10/2023,1,1,0,1399.2,D;J;G;A
2435705,10/2023,1,1,0,1399.2,D;J;G;A
2435748,10/2023,1,1,0,4036.74,D;J;G;C
2435756,10/2023,1,1,0,4329.87,J;B;C
2435772,10/2023,1,1,0,4210.12,J;G;C
2435780,10/2023,1,1,0,4121.23,J;G;C
2435799,10/2023,1,1,0,3583.86,J;C
2436060,10/2023,1,1,0,3651.8,J;B;C
2436086,10/2023,1,1,0,2816.47,D;J;G;A;C
2436221,10/2023,1,1,0,10011.54,J;H;B;C
2436299,10/2023,1,1,0,3524.22,D;J;C
2436329,10/2023,1,1,0,962.34,J;C
2436620,10/2023,1,1,0,1809.72,D;J;C
2436639,10/2023,1,1,0,2508.52,J;G;C
2436973,10/2023,1,1,0,6475.61,D;J;G;A;B;E
2436981,10/2023,1,1,0,1463.7,J;H
2436990,10/2023,1,1,0,425.0,J;B
2437007,10/2023,1,1,0,1242.0,J
2437015,10/2023,1,1,0,1542.0,J;B
2437023,10/2023,1,1,0,1542.0,J;B
2437953,10/2023,1,1,0,2570.06,J;H;C
2437961,10/2023,1,1,0,2473.02,J;C
2437970,10/2023,1,1,0,875.67,J;C
2438097,10/2023,1,1,0,2212.9,J;C
2438119,10/2023,1,1,0,2810.0,A;B;E
2438127,10/2023,1,0,1,2714.75,A;B
2438135,10/2023,1,1,0,100.0,A
2438143,10/2023,1,0,1,100.0,A
2438151,10/2023,1,1,0,100.0,A
2438160,10/2023,1,1,0,750.0,A;E
2438178,10/2023,1,1,0,260.0,A
2438186,10/2023,1,1,0,2871.5,D;J;G;C
2438194,10/2023,1,1,0,1762.78,J;B;C
2438330,10/2023,1,0,1,5092.84,D;J;G;B;C
2438356,10/2023,1,1,0,3145.72,J;C
2438429,10/2023,1,1,0,2622.49,J;G;C
2438437,10/2023,1,1,0,4472.48,J;B;C
2438836,10/2023,1,1,0,2099.0,D;J;G
2438844,10/2023,1,1,0,3024.48,J;C
2438852,10/2023,1,1,0,8759.32,D;J;G;H;C
2438976,10/2023,1,1,0,1366.4,J;C
2438992,10/2023,1,1,0,425.0,J;B
2439000,10/2023,1,1,0,425.0,J;B
2439085,10/2023,1,1,0,3930.4,J;B;C
2439093,10/2023,1,1,0,2180.37,D;J;G
2439107,10/2023,1,1,0,4943.18,D;J;G;B;C
2439131,10/2023,1,1,0,2099.0,D;J;G
2439190,10/2023,1,1,0,2627.12,D;J;G;A
2439328,10/2023,1,1,0,2200.37,D;J;G
2439336,10/2023,1,1,0,2522.55,J;C
2439379,10/2023,1,1,0,1312.8,J;G;B
2439611,10/2023,1,1,0,800.97,G;H;A
2439689,10/2023,1,1,0,3152.0,J;G;H;B
2439727,10/2023,1,1,0,2680.2,J;G;C
2439930,10/2023,1,1,0,3415.02,D;J;G;H;E
2439964,10/2023,1,1,0,1542.0,J;B
2440059,10/2023,1,1,0,4352.54,D;J;G;C
2440245,10/2023,1,1,0,4227.82,J;B;C
2440253,10/2023,1,1,0,2297.88,J;C
2440261,10/2023,1,1,0,2576.47,J;G;C
2440288,10/2023,1,1,0,3539.47,J;C
2440296,10/2023,1,1,0,2438.02,J;H;C
2440300,10/2023,1,1,0,1814.95,D;J;B;C
2532310,10/2024,1,1,0,1710.94,J;B
2532336,10/2024,1,1,0,1681.21,J;C
2532611,10/2024,1,1,0,1376.58,J;C
2532654,10/2024,1,1,0,488.65,J;B
2532700,10/2024,1,1,0,5343.23,D;J;G;H
2532778,10/2024,1,1,0,2116.79,J;C
2532875,10/2024,1,1,0,1436.53,J;H;B
2532883,10/2024,1,1,0,5493.15,J;B;C
2532905,10/2024,1,1,0,1876.08,J;G;C
2532948,10/2024,1,1,0,1691.44,J;B;C
2532956,10/2024,1,1,0,4896.76,J;G;H;C
2532964,10/2024,1,1,0,3136.85,D;J;G;H
2532972,10/2024,1,1,0,2953.14,J;C
2532980,10/2024,1,1,0,1008.74,J;B
2533162,10/2024,1,1,0,862.16,J;B
2533251,10/2024,1,1,0,3993.58,J;H;B;C
2533260,10/2024,1,1,0,5523.78,J;A;C
2533448,10/2024,1,1,0,3046.82,D;J;G;H
2533480,10/2024,1,1,0,1917.44,J;A;B
2533499,10/2024,1,1,0,4588.34,D;J;G;H
2533502,10/2024,1,1,0,1701.46,J;B
2533510,10/2024,1,1,0,1545.68,J;B
2533600,10/2024,1,1,0,1008.74,J;B
2533669,10/2024,1,1,0,974.64,J;B
2533685,10/2024,1,1,0,3672.89,J;G;C
2533804,10/2024,1,1,0,7999.93,J;G;C
2533812,10/2024,1,1,0,7684.93,J;G;C
2533820,10/2024,1,1,0,8658.21,J;G;C
2533839,10/2024,1,1,0,9011.62,J;G;C
2533863,10/2024,1,1,0,8567.21,J;G;C
2533901,10/2024,1,1,0,8053.66,J;C
2533910,10/2024,1,1,0,1205.14,J;C
2533928,10/2024,1,1,0,1652.4,J;C
2533936,10/2024,1,1,0,2314.08,J;A;C
2533952,10/2024,1,1,0,944.48,J;A;C
2534053,10/2024,1,1,0,2625.0,J;C
2534118,10/2024,1,1,0,2036.41,J;C
2534134,10/2024,1,1,0,4249.4,J;C
2534177,10/2024,1,1,0,1718.13,J;A;B;C
2534215,10/2024,1,1,0,2661.32,J;C
2534231,10/2024,1,1,0,8894.22,J;B;C
2534312,10/2024,1,1,0,1421.66,J;C
2534320,10/2024,1,1,0,3518.24,J;H;B;C
2534347,10/2024,1,1,0,1955.57,J;C
2534509,10/2024,1,1,0,5197.85,J;G;C
2534517,10/2024,1,1,0,1707.0,J;B
2534851,10/2024,1,1,0,4265.43,J;G;C
2534878,10/2024,1,1,0,4219.74,D;J;G;H
2534886,10/2024,1,1,0,6050.84,J;G;C
2534916,10/2024,1,1,0,4659.77,D;J;G;H
2534924,10/2024,1,1,0,2791.13,J;C
2534932,10/2024,1,1,0,3171.38,J;H;A;C
2534940,10/2024,1,1,0,2639.5,J;A;B;C
2534959,10/2024,1,1,0,1463.22,J;B
2535025,10/2024,1,1,0,6339.89,J;G;H;C
2535033,10/2024,1,1,0,4141.08,J;C
2535084,10/2024,1,1,0,10818.51,J;B;C
2535092,10/2024,1,1,0,1322.14,J;C
2543885,10/2024,1,1,0,2973.15,J;G;A;C
2543974,10/2024,1,1,0,1520.94,J;C
2544008,10/2024,1,1,0,2761.07,J;G;A;C
2544016,10/2024,1,1,0,3374.69,J;G;A;C
2544598,10/2024,1,1,0,1588.69,J;H
2544601,10/2024,1,1,0,3394.67,D;J;G;H
2544610,10/2024,1,1,0,3982.95,J;H;A;C
2544628,10/2024,1,1,0,2547.76,J;C
2544636,10/2024,1,1,0,2725.19,J;G;A;C
2544644,10/2024,1,1,0,12614.78,J;H;B;C
2544652,10/2024,1,1,0,1984.63,J;C
2544660,10/2024,1,1,0,2580.92,J;G;C
2544750,10/2024,1,1,0,8429.03,J;C
2544865,10/2024,1,1,0,405.67,J
2544873,10/2024,1,1,0,595.75,A
2544881,10/2024,1,1,0,2538.36,J;C
2544890,10/2024,1,1,0,4760.93,J;C
2544903,10/2024,1,1,0,8931.82,J;G;C
2544920,10/2024,1,1,0,2701.1,J;C
2544970,10/2024,1,1,0,5659.23,J;C
2545080,10/2024,1,1,0,2834.01,J;G;C
2545101,10/2024,1,1,0,5434.58,J;G;C
2545110,10/2024,1,1,0,641.27,J;C
2545136,10/2024,1,1,0,2662.49,J;C
2545160,10/2024,1,1,0,2397.02,J;C
2545187,10/2024,1,1,0,975.1,J;B
2545624,10/2024,1,1,0,1223.59,J
2546396,10/2024,1,1,0,3156.86,J;G;C
2546493,10/2024,1,1,0,4924.7,J;C
2546507,10/2024,1,1,0,1084.85,J
2546515,10/2024,1,1,0,1044.59,J
2546523,10/2024,1,1,0,1677.98,J;A;B
2546531,10/2024,1,1,0,733.98,J;C
2546540,10/2024,1,1,0,4467.26,D;J;G;H
2547430,10/2024,1,1,0,1710.74,J;A;C
2547449,10/2024,1,1,0,2618.25,J;C
