DATA_ABERTURA_CASO,NUMERO_DO_CASO,TIPO_PAGADOR,ID
06/2009,1051385,Escritório,1149
06/2009,1051393,Escritório,1149
06/2009,1051407,Escritório,1149
06/2009,1051474,Empresa,614
06/2009,1051865,Escritório,721
06/2009,1051890,Escritório,1520
06/2009,1051903,Empresa,1594
06/2009,1051911,Escritório,890
06/2009,1052330,Escritório,119
06/2009,1052446,Empresa,1517
06/2009,1052594,Empresa,614
06/2009,1052632,Escritório,982
06/2009,1052748,Empresa,491
06/2009,1052900,Escritório,879
06/2009,1052918,Escritório,982
06/2009,1052993,Empresa,6
06/2009,1053043,Escritório,347
06/2009,1053450,Empresa,3
06/2009,1053469,Escritório,334
06/2009,1053477,Escritório,334
06/2009,1053485,Escritório,334
06/2009,1053515,Escritório,334
06/2009,1053558,Escritório,1205
06/2009,1054376,Empresa,473
06/2009,1055267,Escritório,1386
06/2009,1055275,Empresa,614
06/2009,1055291,Empresa,729
06/2009,1055305,Escritório,1188
06/2009,1055437,Escritório,868
06/2009,1055496,Empresa,470
06/2009,1055631,Escritório,298
06/2009,1055666,Empresa,470
06/2010,1154028,Escritório,1255
06/2010,1154257,Escritório,1208
06/2010,1154346,Empresa,158
06/2010,1154532,Empresa,5
06/2010,1154567,Escritório,210
06/2010,1154630,Escritório,612
06/2010,1154729,Escritório,527
06/2010,1154737,Escritório,527
06/2010,1154800,Empresa,3
06/2010,1154818,Escritório,1411
06/2010,1154850,Empresa,103
06/2010,1155130,Empresa,3
06/2010,1155253,Empresa,1218
06/2010,1155326,Escritório,215
06/2010,1155768,Empresa,489
06/2010,1155806,Empresa,6
06/2010,1155814,Empresa,614
06/2010,1155830,Empresa,1594
06/2010,1155911,Empresa,3
06/2010,1156004,Escritório,683
06/2010,1156047,Empresa,614
06/2010,1156071,Escritório,1035
06/2010,1156136,Escritório,444
06/2010,1156187,Escritório,856
06/2010,1156454,Empresa,3
06/2010,1156462,Empresa,1218
06/2010,1156489,Escritório,720
06/2010,1156497,Escritório,720
06/2010,1156608,Empresa,1494
06/2010,1156616,Empresa,509
06/2010,1156888,Escritório,318
06/2010,1156896,Escritório,318
06/2010,1157310,Empresa,1423
06/2010,1157701,Escritório,982
06/2010,1157710,Escritório,1265
06/2010,1157728,Empresa,988
06/2010,1157981,Escritório,982
06/2010,1158570,Escritório,334
06/2010,1158627,Empresa,870
06/2010,1158732,Empresa,904
06/2010,1158848,Empresa,904
06/2010,1158945,Empresa,3
06/2010,1159003,Escritório,683
06/2010,1159160,Escritório,856
06/2010,1159518,Escritório,119
06/2010,1159526,Empresa,614
06/2010,1159534,Escritório,1035
06/2010,1159828,Escritório,49
06/2010,1159844,Empresa,1218
06/2010,1159852,Empresa,614
06/2010,1159984,Empresa,1383
06/2010,1159992,Empresa,1383
06/2010,1160001,Empresa,1383
06/2010,1160010,Empresa,1383
06/2010,1160028,Empresa,1383
06/2010,1160036,Empresa,1383
06/2010,1160044,Empresa,1383
06/2010,1160052,Empresa,1383
06/2010,1160079,Escritório,294
06/2010,1160117,Escritório,1131
06/2010,1160125,Empresa,1482
06/2010,1160133,Empresa,342
06/2010,1160150,Escritório,1188
06/2011,1236806,Empresa,674
06/2011,1236873,Empresa,3
06/2011,1236946,Empresa,1494
06/2011,1236954,Empresa,674
06/2011,1237110,Escritório,1109
06/2011,1237276,Empresa,988
06/2011,1237284,Escritório,562
06/2011,1237292,Escritório,562
06/2011,1237306,Empresa,649
06/2011,1237543,Escritório,78
06/2011,1237560,Escritório,982
06/2011,1237578,Empresa,3
06/2011,1237705,Empresa,1383
06/2011,1237713,Escritório,507
06/2011,1237870,Empresa,365
06/2011,1237888,Empresa,365
06/2011,1237896,Empresa,365
06/2011,1237900,Empresa,614
06/2011,1237942,Escritório,562
06/2011,1237993,Empresa,3
06/2011,1238035,Empresa,365
06/2011,1238043,Empresa,365
06/2011,1238060,Empresa,365
06/2011,1238329,Escritório,305
06/2011,1238361,Empresa,365
06/2011,1238370,Empresa,3
06/2011,1238388,Empresa,3
06/2011,1238469,Empresa,3
06/2011,1238477,Escritório,1188
06/2011,1238507,Escritório,1370
06/2011,1238515,Empresa,3
06/2011,1238582,Escritório,1428
06/2011,1238590,Escritório,652
06/2011,1238604,Empresa,890
06/2011,1238612,Empresa,890
06/2011,1238620,Escritório,1078
06/2011,1238647,Escritório,376
06/2011,1238698,Escritório,1549
06/2011,1238779,Escritório,940
06/2011,1238795,Escritório,1021
06/2011,1238809,Empresa,158
06/2011,1238825,Empresa,103
06/2011,1238876,Empresa,103
06/2011,1239538,Escritório,930
06/2011,1239562,Escritório,205
06/2011,1239660,Escritório,930
06/2011,1239694,Escritório,982
06/2011,1239848,Escritório,1024
06/2011,1239910,Empresa,3
06/2011,1240811,Escritório,1591
06/2011,1240820,Escritório,12
06/2011,1240854,Escritório,982
06/2011,1240870,Escritório,982
06/2011,1240889,Empresa,1422
06/2011,1240897,Empresa,1218
06/2011,1240978,Empresa,614
06/2011,1240994,Empresa,3
06/2011,1241010,Escritório,623
06/2011,1241087,Escritório,494
06/2011,1241095,Empresa,342
06/2011,1241125,Empresa,217
06/2011,1241133,Empresa,217
06/2011,1241150,Escritório,134
06/2011,1241176,Escritório,652
06/2011,1241443,Escritório,795
06/2011,1241460,Escritório,933
06/2011,1241478,Escritório,494
06/2011,1241702,Empresa,3
06/2011,1241990,Empresa,1217
06/2011,1242016,Empresa,614
06/2011,1242024,Empresa,614
06/2011,1242040,Escritório,494
06/2011,1242156,Escritório,283
06/2011,1242164,Escritório,884
06/2011,1242172,Empresa,3
06/2011,1242202,Empresa,3
06/2011,1242245,Escritório,1515
06/2011,1242253,Escritório,698
06/2011,1242296,Escritório,1225
06/2011,1242644,Escritório,1321
06/2011,1242679,Empresa,614
06/2011,1242822,Escritório,1205
06/2011,1242881,Empresa,703
06/2011,1242911,Empresa,703
06/2011,1243195,Empresa,1517
06/2011,1243209,Escritório,698
06/2011,1243250,Escritório,1090
06/2011,1243268,Empresa,1114
06/2011,1243284,Empresa,550
06/2011,1243292,Escritório,938
06/2011,1243357,Escritório,1015
06/2012,1316168,Escritório,205
06/2012,1316257,Escritório,947
06/2012,1316273,Escritório,1333
06/2012,1316281,Empresa,491
06/2012,1316478,Empresa,3
06/2012,1316508,Empresa,263
06/2012,1316524,Escritório,1035
06/2012,1316702,Empresa,491
06/2012,1316885,Escritório,100
06/2012,1316907,Escritório,1392
06/2012,1316915,Empresa,1258
06/2012,1316931,Empresa,385
06/2012,1316974,Escritório,334
06/2012,1316990,Escritório,334
06/2012,1317059,Empresa,3
06/2012,1317067,Empresa,3
06/2012,1317350,Empresa,1382
06/2012,1317369,Escritório,1370
06/2012,1317377,Empresa,1248
06/2012,1317431,Escritório,1459
06/2012,1317440,Escritório,1234
06/2012,1317482,Empresa,103
06/2012,1317490,Empresa,103
06/2012,1317504,Escritório,904
06/2012,1317512,Escritório,982
06/2012,1317520,Empresa,971
06/2012,1317539,Empresa,971
06/2012,1317547,Escritório,253
06/2012,1317555,Escritório,1381
06/2012,1317563,Empresa,103
06/2012,1318098,Escritório,1494
06/2012,1318101,Escritório,274
06/2012,1318152,Escritório,910
06/2012,1318160,Empresa,3
06/2012,1318608,Empresa,1517
06/2012,1318829,Empresa,103
06/2012,1318853,Empresa,649
06/2012,1318888,Escritório,1165
06/2012,1318985,Empresa,683
06/2012,1318993,Escritório,1106
06/2012,1319027,Empresa,3
06/2012,1319035,Empresa,3
06/2012,1319043,Empresa,1383
06/2012,1319051,Empresa,217
06/2012,1319078,Escritório,982
06/2012,1319264,Empresa,1517
06/2012,1319701,Escritório,520
06/2012,1319710,Escritório,910
06/2012,1319728,Escritório,1537
06/2012,1319760,Empresa,1494
06/2012,1319787,Empresa,3
06/2012,1319795,Escritório,1066
06/2012,1319817,Escritório,1066
06/2012,1319825,Escritório,982
06/2012,1319841,Escritório,982
06/2012,1319973,Escritório,1460
06/2012,1319981,Empresa,3
06/2012,1319990,Empresa,470
06/2012,1320009,Empresa,649
06/2012,1320017,Empresa,509
06/2012,1320025,Escritório,1414
06/2012,1320033,Escritório,838
06/2012,1320041,Empresa,217
06/2012,1320050,Empresa,217
06/2012,1320076,Empresa,217
06/2012,1320106,Escritório,1035
06/2012,1320114,Empresa,217
06/2012,1320122,Empresa,392
06/2012,1320130,Escritório,361
06/2012,1320149,Escritório,237
06/2012,1320157,Escritório,1234
06/2012,1320165,Escritório,800
06/2012,1320181,Escritório,982
06/2012,1320190,Empresa,1047
06/2012,1320289,Empresa,828
06/2012,1320378,Escritório,1459
06/2012,1320416,Escritório,751
06/2012,1320424,Escritório,751
06/2012,1320580,Escritório,177
06/2012,1320700,Escritório,1381
06/2012,1320726,Escritório,274
06/2012,1320734,Escritório,691
06/2012,1320815,Escritório,1193
06/2012,1320874,Escritório,905
06/2012,1321145,Empresa,3
06/2012,1321218,Escritório,1392
06/2012,1321226,Empresa,263
06/2012,1321234,Empresa,614
06/2012,1321242,Empresa,263
06/2012,1321269,Empresa,470
06/2012,1321293,Escritório,751
06/2012,1321331,Escritório,982
06/2012,1321374,Empresa,1218
06/2012,1321382,Empresa,1218
06/2012,1321404,Empresa,1218
06/2012,1321420,Empresa,890
06/2012,1321447,Empresa,1422
06/2012,1321455,Escritório,1386
06/2012,1321617,Empresa,1517
06/2012,1321625,Empresa,1517
06/2012,1321633,Escritório,757
06/2012,1321676,Escritório,788
06/2012,1321684,Escritório,1106
06/2012,1321900,Empresa,1517
06/2012,1321960,Escritório,1321
06/2012,1321994,Escritório,751
06/2012,1322001,Escritório,1370
06/2012,1322303,Escritório,1459
06/2012,1322362,Escritório,674
06/2012,1322389,Escritório,986
06/2012,1322435,Empresa,1422
06/2012,1322478,Empresa,1517
06/2012,1322605,Escritório,1078
06/2012,1322613,Escritório,645
06/2012,1322630,Empresa,1383
06/2013,1387596,Escritório,215
06/2013,1387677,Escritório,1343
06/2013,1387685,Escritório,1540
06/2013,1387693,Escritório,1552
06/2013,1387707,Empresa,217
06/2013,1387715,Empresa,217
06/2013,1387723,Escritório,1038
06/2013,1387820,Escritório,215
06/2013,1387839,Escritório,215
06/2013,1387847,Escritório,316
06/2013,1387871,Empresa,1383
06/2013,1387898,Empresa,1383
06/2013,1387936,Escritório,215
06/2013,1388002,Empresa,971
06/2013,1388010,Escritório,1381
06/2013,1388037,Empresa,890
06/2013,1388053,Escritório,1173
06/2013,1388088,Escritório,1004
06/2013,1388096,Escritório,423
06/2013,1388134,Empresa,217
06/2013,1388142,Escritório,814
06/2013,1388150,Escritório,982
06/2013,1388169,Escritório,215
06/2013,1388177,Empresa,988
06/2013,1388185,Escritório,815
06/2013,1388231,Escritório,907
06/2013,1388266,Empresa,217
06/2013,1388274,Empresa,1004
06/2013,1388290,Escritório,769
06/2013,1388312,Escritório,816
06/2013,1388320,Escritório,953
06/2013,1388436,Escritório,565
06/2013,1388444,Empresa,1258
06/2013,1388541,Empresa,509
06/2013,1388550,Escritório,967
06/2013,1388606,Escritório,1046
06/2013,1388614,Escritório,930
06/2013,1388622,Empresa,103
06/2013,1388630,Escritório,361
06/2013,1388665,Empresa,1494
06/2013,1388673,Escritório,1580
06/2013,1388681,Escritório,494
06/2013,1388690,Escritório,494
06/2013,1388711,Escritório,930
06/2013,1388720,Escritório,578
06/2013,1388738,Escritório,578
06/2013,1388746,Empresa,217
06/2013,1388754,Escritório,1383
06/2013,1388762,Empresa,217
06/2013,1388789,Escritório,1131
06/2013,1388800,Escritório,1015
06/2013,1388819,Empresa,217
06/2013,1388827,Empresa,103
06/2013,1388835,Empresa,1383
06/2013,1389130,Escritório,1443
06/2013,1389165,Escritório,1443
06/2013,1389262,Escritório,119
06/2013,1389289,Escritório,608
06/2013,1389300,Escritório,643
06/2013,1389319,Escritório,551
06/2013,1389327,Escritório,1273
06/2013,1389335,Escritório,612
06/2013,1389343,Empresa,103
06/2013,1389351,Escritório,879
06/2013,1389360,Empresa,217
06/2013,1389483,Escritório,376
06/2013,1389653,Escritório,82
06/2013,1389661,Empresa,1383
06/2013,1389670,Empresa,800
06/2013,1389688,Empresa,1383
06/2013,1389696,Escritório,44
06/2013,1389718,Escritório,1459
06/2013,1389726,Empresa,217
06/2013,1389769,Escritório,643
06/2013,1389785,Escritório,105
06/2013,1389874,Escritório,1194
06/2013,1389890,Escritório,1194
06/2013,1389912,Escritório,119
06/2013,1389920,Escritório,953
06/2013,1389955,Escritório,953
06/2013,1390015,Escritório,399
06/2013,1390023,Escritório,1265
06/2013,1390040,Escritório,982
06/2013,1390058,Escritório,612
06/2013,1390066,Escritório,901
06/2013,1390074,Escritório,1109
06/2013,1390090,Escritório,82
06/2013,1390147,Escritório,781
06/2013,1390210,Escritório,215
06/2013,1390279,Escritório,1015
06/2013,1390287,Escritório,412
06/2013,1390295,Escritório,1035
06/2013,1390309,Escritório,982
06/2013,1390317,Escritório,1343
06/2013,1390350,Empresa,1383
06/2013,1390368,Escritório,654
06/2013,1390465,Empresa,217
06/2013,1390503,Escritório,412
06/2013,1390570,Escritório,1392
06/2013,1390589,Escritório,1015
06/2013,1390597,Empresa,3
06/2013,1390716,Escritório,756
06/2013,1390724,Empresa,217
06/2013,1390821,Empresa,649
06/2013,1390830,Empresa,822
06/2013,1390848,Empresa,649
06/2013,1390856,Empresa,649
06/2013,1390864,Empresa,649
06/2013,1390872,Escritório,412
06/2013,1390910,Empresa,822
06/2013,1390929,Escritório,1321
06/2013,1390937,Empresa,217
06/2013,1390945,Escritório,1473
06/2013,1390970,Escritório,24
06/2013,1390988,Escritório,215
06/2013,1391003,Empresa,1218
06/2013,1391011,Escritório,654
06/2013,1391178,Escritório,980
06/2013,1391186,Escritório,654
06/2013,1391194,Escritório,26
06/2013,1391208,Empresa,1383
06/2013,1391259,Empresa,217
06/2013,1391267,Escritório,1343
06/2013,1391283,Empresa,1218
06/2013,1391321,Escritório,82
06/2013,1391330,Escritório,953
06/2013,1391399,Escritório,1549
06/2013,1391402,Escritório,139
06/2013,1391585,Empresa,550
06/2013,1391640,Empresa,1383
06/2013,1391747,Escritório,1459
06/2013,1391771,Empresa,1517
06/2013,1391780,Escritório,1131
06/2013,1391801,Empresa,1095
06/2013,1391810,Escritório,82
06/2013,1391844,Escritório,1459
06/2013,1391852,Empresa,509
06/2013,1391925,Empresa,1383
06/2013,1391992,Escritório,1456
06/2013,1392000,Escritório,1187
06/2013,1392018,Escritório,1357
06/2013,1392034,Escritório,251
06/2013,1392042,Escritório,982
06/2013,1392069,Empresa,1383
06/2013,1392301,Escritório,879
06/2013,1392379,Empresa,217
06/2013,1392387,Escritório,1084
06/2013,1392492,Escritório,1459
06/2013,1392514,Escritório,116
06/2013,1392522,Escritório,713
06/2013,1392557,Empresa,1383
06/2013,1392565,Escritório,1066
06/2013,1392573,Escritório,982
06/2013,1392778,Escritório,904
06/2013,1392816,Escritório,116
06/2013,1392832,Empresa,502
06/2013,1392840,Empresa,502
06/2013,1392875,Escritório,1066
06/2013,1392930,Escritório,116
06/2013,1393189,Escritório,198
06/2014,1461613,Escritório,1333
06/2014,1461621,Escritório,578
06/2014,1461630,Escritório,1107
06/2014,1461869,Empresa,1517
06/2014,1461885,Escritório,1107
06/2014,1461893,Empresa,1517
06/2014,1461923,Escritório,800
06/2014,1461931,Empresa,1517
06/2014,1461940,Empresa,509
06/2014,1461982,Escritório,1401
06/2014,1462008,Escritório,800
06/2014,1462024,Empresa,3
06/2014,1462032,Empresa,3
06/2014,1462067,Empresa,3
06/2014,1462105,Empresa,3
06/2014,1462130,Empresa,1517
06/2014,1462148,Empresa,1517
06/2014,1462156,Escritório,912
06/2014,1462164,Escritório,720
06/2014,1462180,Escritório,720
06/2014,1462202,Empresa,263
06/2014,1462210,Escritório,810
06/2014,1462270,Escritório,485
06/2014,1462288,Escritório,485
06/2014,1462296,Escritório,485
06/2014,1462300,Escritório,485
06/2014,1462318,Escritório,485
06/2014,1462326,Escritório,485
06/2014,1462334,Escritório,485
06/2014,1462342,Escritório,485
06/2014,1462350,Empresa,1422
06/2014,1462369,Escritório,1381
06/2014,1462377,Empresa,1422
06/2014,1462393,Escritório,246
06/2014,1462989,Empresa,1517
06/2014,1463020,Escritório,1459
06/2014,1463047,Escritório,1536
06/2014,1463055,Escritório,631
06/2014,1463063,Escritório,953
06/2014,1463071,Escritório,930
06/2014,1463080,Escritório,104
06/2014,1463098,Escritório,104
06/2014,1463101,Escritório,953
06/2014,1463110,Escritório,927
06/2014,1463128,Empresa,1494
06/2014,1463136,Empresa,1130
06/2014,1463403,Escritório,1191
06/2014,1463411,Escritório,953
06/2014,1463454,Escritório,885
06/2014,1463470,Empresa,1130
06/2014,1463489,Escritório,333
06/2014,1463497,Empresa,974
06/2014,1463500,Empresa,491
06/2014,1463519,Empresa,491
06/2014,1463527,Empresa,974
06/2014,1463543,Empresa,1383
06/2014,1463551,Empresa,1383
06/2014,1463578,Empresa,890
06/2014,1463586,Empresa,890
06/2014,1463594,Escritório,333
06/2014,1463608,Escritório,1370
06/2014,1463616,Escritório,953
06/2014,1463667,Empresa,1517
06/2014,1463675,Empresa,1517
06/2014,1463691,Empresa,7
06/2014,1463705,Escritório,274
06/2014,1463799,Empresa,1517
06/2014,1463802,Empresa,1517
06/2014,1463810,Empresa,1517
06/2014,1463829,Empresa,1517
06/2014,1463845,Escritório,935
06/2014,1463853,Empresa,3
06/2014,1463861,Escritório,1240
06/2014,1463870,Empresa,3
06/2014,1463888,Empresa,1094
06/2014,1463896,Escritório,475
06/2014,1463918,Empresa,974
06/2014,1463942,Escritório,1090
06/2014,1463950,Escritório,1344
06/2014,1463985,Escritório,1540
06/2014,1464035,Escritório,527
06/2014,1464043,Escritório,527
06/2014,1464051,Escritório,121
06/2014,1464078,Escritório,374
06/2014,1464396,Escritório,104
06/2014,1464400,Escritório,1566
06/2014,1464418,Empresa,822
06/2014,1464426,Empresa,1422
06/2014,1464434,Escritório,437
06/2014,1464558,Escritório,1549
06/2014,1464574,Escritório,953
06/2014,1464582,Escritório,953
06/2014,1464647,Empresa,1422
06/2014,1464655,Empresa,1422
06/2014,1464698,Escritório,1222
06/2014,1464701,Escritório,1231
06/2014,1464710,Empresa,384
06/2014,1464728,Empresa,1517
06/2014,1464809,Empresa,3
06/2014,1464817,Empresa,3
06/2014,1464825,Empresa,263
06/2014,1464850,Escritório,912
06/2014,1464868,Escritório,58
06/2014,1465031,Escritório,1170
06/2014,1465040,Empresa,3
06/2014,1465058,Escritório,710
06/2014,1465066,Escritório,710
06/2014,1465074,Escritório,855
06/2014,1465082,Escritório,710
06/2014,1465104,Empresa,263
06/2014,1465112,Empresa,1589
06/2014,1465120,Empresa,1517
06/2014,1465139,Empresa,1517
06/2014,1465147,Empresa,1517
06/2014,1465155,Empresa,1517
06/2014,1465171,Empresa,1517
06/2014,1465210,Empresa,794
06/2014,1465228,Escritório,993
06/2014,1465236,Escritório,982
06/2014,1465244,Escritório,523
06/2014,1465252,Empresa,800
06/2014,1465295,Escritório,116
06/2014,1465309,Escritório,982
06/2014,1465325,Empresa,3
06/2014,1465333,Empresa,3
06/2014,1465350,Escritório,1066
06/2014,1465376,Empresa,1589
06/2014,1465449,Empresa,1383
06/2014,1465481,Escritório,490
06/2014,1465490,Escritório,334
06/2014,1465511,Empresa,3
06/2014,1465520,Empresa,3
06/2014,1465546,Escritório,788
06/2014,1465554,Empresa,898
06/2014,1465651,Escritório,1192
06/2014,1465660,Escritório,450
06/2014,1465678,Empresa,3
06/2014,1465686,Escritório,217
06/2014,1465694,Escritório,420
06/2014,1465708,Escritório,420
06/2014,1465724,Empresa,1594
06/2014,1465740,Empresa,1383
06/2014,1465759,Empresa,365
06/2014,1465899,Escritório,935
06/2014,1465902,Empresa,1383
06/2014,1465910,Escritório,213
06/2014,1465929,Escritório,910
06/2014,1465937,Empresa,491
06/2014,1465945,Escritório,1026
06/2014,1465953,Empresa,491
06/2014,1465961,Empresa,491
06/2014,1465970,Escritório,21
06/2014,1466003,Empresa,3
06/2014,1466020,Escritório,423
06/2014,1466119,Escritório,759
06/2014,1466151,Escritório,1370
06/2014,1466178,Empresa,217
06/2014,1466208,Empresa,217
06/2014,1466216,Empresa,3
06/2014,1466364,Escritório,1327
06/2014,1466372,Escritório,921
06/2014,1466380,Escritório,21
06/2014,1466437,Escritório,921
06/2014,1466488,Empresa,1095
06/2014,1466500,Escritório,1155
06/2014,1466542,Escritório,226
06/2014,1466550,Escritório,1370
06/2014,1466569,Escritório,1540
06/2014,1466577,Escritório,334
06/2014,1466585,Escritório,1456
06/2014,1466593,Empresa,491
06/2014,1466666,Escritório,449
06/2014,1466771,Escritório,1459
06/2014,1466780,Empresa,1217
06/2014,1466798,Escritório,1161
06/2014,1466801,Escritório,203
06/2014,1466810,Empresa,3
06/2014,1466828,Empresa,509
06/2014,1466836,Empresa,263
06/2014,1466844,Escritório,39
06/2014,1466852,Escritório,806
06/2014,1466860,Escritório,1023
06/2014,1466879,Escritório,1392
06/2014,1466887,Escritório,1392
06/2014,1466895,Empresa,491
06/2015,1542885,Escritório,953
06/2015,1542915,Escritório,188
06/2015,1542923,Escritório,683
06/2015,1542931,Escritório,1338
06/2015,1542940,Empresa,1383
06/2015,1542958,Empresa,3
06/2015,1542966,Empresa,3
06/2015,1542974,Empresa,3
06/2015,1542982,Empresa,3
06/2015,1542990,Escritório,643
06/2015,1543008,Escritório,698
06/2015,1543202,Escritório,293
06/2015,1543210,Empresa,3
06/2015,1543229,Escritório,116
06/2015,1543237,Escritório,476
06/2015,1543245,Escritório,784
06/2015,1543300,Escritório,1035
06/2015,1543342,Escritório,361
06/2015,1543350,Escritório,643
06/2015,1543393,Empresa,263
06/2015,1543407,Empresa,822
06/2015,1543440,Escritório,643
06/2015,1543458,Escritório,1259
06/2015,1543490,Escritório,740
06/2015,1543504,Empresa,1383
06/2015,1543512,Empresa,3
06/2015,1543520,Escritório,643
06/2015,1543539,Escritório,1327
06/2015,1543547,Escritório,686
06/2015,1543555,Empresa,1422
06/2015,1543563,Empresa,3
06/2015,1543628,Empresa,800
06/2015,1543644,Empresa,800
06/2015,1543776,Empresa,1383
06/2015,1543792,Empresa,1517
06/2015,1543873,Escritório,953
06/2015,1543890,Escritório,1064
06/2015,1543903,Empresa,217
06/2015,1543920,Escritório,1438
06/2015,1543954,Empresa,1589
06/2015,1543962,Escritório,996
06/2015,1544241,Empresa,263
06/2015,1544284,Escritório,1552
06/2015,1544314,Escritório,953
06/2015,1544322,Empresa,3
06/2015,1544349,Empresa,3
06/2015,1544365,Empresa,3
06/2015,1544381,Empresa,3
06/2015,1544411,Empresa,3
06/2015,1544438,Empresa,3
06/2015,1544454,Empresa,3
06/2015,1544489,Escritório,877
06/2015,1544497,Escritório,953
06/2015,1544500,Escritório,1383
06/2015,1544519,Empresa,491
06/2015,1544543,Escritório,361
06/2015,1544551,Empresa,3
06/2015,1544560,Escritório,698
06/2015,1544594,Empresa,491
06/2015,1544608,Empresa,800
06/2015,1544624,Escritório,953
06/2015,1544667,Empresa,368
06/2015,1544675,Empresa,800
06/2015,1544713,Empresa,649
06/2015,1544730,Escritório,698
06/2015,1544764,Escritório,698
06/2015,1544772,Escritório,643
06/2015,1544780,Empresa,448
06/2015,1544799,Empresa,368
06/2015,1544802,Escritório,104
06/2015,1544861,Escritório,846
06/2015,1544942,Escritório,953
06/2015,1544950,Empresa,550
06/2015,1544969,Escritório,953
06/2015,1544977,Escritório,698
06/2015,1544985,Escritório,1212
06/2015,1544993,Escritório,641
06/2015,1545000,Escritório,1327
06/2015,1545027,Empresa,368
06/2015,1545043,Escritório,119
06/2015,1545051,Escritório,643
06/2015,1545124,Empresa,263
06/2015,1545132,Escritório,1040
06/2015,1545159,Empresa,263
06/2015,1545167,Escritório,1155
06/2015,1545175,Empresa,263
06/2015,1545183,Escritório,910
06/2015,1545191,Escritório,910
06/2015,1545205,Empresa,890
06/2015,1545213,Empresa,263
06/2015,1545221,Escritório,1240
06/2015,1545230,Escritório,1088
06/2015,1545248,Empresa,1218
06/2015,1545256,Empresa,1422
06/2015,1545280,Escritório,726
06/2015,1545299,Empresa,1218
06/2015,1545302,Escritório,982
06/2015,1545310,Escritório,806
06/2015,1545329,Escritório,139
06/2015,1545418,Escritório,953
06/2015,1545434,Escritório,953
06/2015,1545442,Escritório,953
06/2015,1545469,Escritório,953
06/2015,1545477,Escritório,953
06/2015,1545485,Escritório,953
06/2015,1545493,Escritório,953
06/2015,1545507,Empresa,3
06/2015,1545531,Empresa,1325
06/2015,1545540,Empresa,368
06/2015,1545558,Empresa,1325
06/2015,1545566,Empresa,368
06/2015,1545574,Empresa,687
06/2015,1545582,Empresa,368
06/2015,1545590,Empresa,368
06/2015,1545760,Escritório,953
06/2015,1545892,Empresa,1529
06/2015,1545957,Empresa,1258
06/2015,1545973,Empresa,217
06/2015,1545981,Escritório,557
06/2015,1545990,Escritório,1215
06/2015,1546007,Empresa,1590
06/2015,1546015,Escritório,1333
06/2015,1546023,Empresa,556
06/2015,1546031,Escritório,116
06/2015,1546066,Empresa,1422
06/2015,1546074,Empresa,800
06/2015,1546082,Empresa,687
06/2015,1546104,Empresa,368
06/2015,1546112,Empresa,368
06/2015,1546163,Empresa,1517
06/2015,1546171,Empresa,1517
06/2015,1546180,Escritório,116
06/2015,1546198,Escritório,476
06/2015,1546201,Empresa,1590
06/2015,1546236,Escritório,1327
06/2015,1546252,Empresa,822
06/2015,1546260,Escritório,953
06/2015,1546279,Escritório,953
06/2015,1546457,Empresa,879
06/2015,1546686,Escritório,476
06/2015,1546694,Escritório,953
06/2015,1546708,Empresa,3
06/2015,1546716,Escritório,308
06/2015,1547623,Escritório,333
06/2015,1547666,Empresa,491
06/2015,1547674,Empresa,491
06/2015,1547860,Empresa,3
06/2015,1547887,Empresa,550
06/2015,1547941,Empresa,3
06/2015,1547968,Empresa,3
06/2015,1547976,Empresa,3
06/2015,1547984,Empresa,3
06/2015,1547992,Empresa,3
06/2015,1548000,Escritório,1466
06/2015,1548042,Escritório,612
06/2015,1548050,Empresa,1346
06/2015,1548948,Empresa,1517
06/2015,1548956,Escritório,1090
06/2015,1548964,Escritório,274
06/2015,1548980,Empresa,470
06/2015,1549049,Empresa,550
06/2015,1549073,Escritório,982
06/2015,1549090,Empresa,1517
06/2015,1549103,Empresa,1517
06/2015,1549111,Empresa,1517
06/2015,1549120,Empresa,1517
06/2015,1549138,Escritório,116
06/2015,1549154,Escritório,856
06/2015,1549243,Escritório,1392
06/2015,1549251,Escritório,1392
06/2015,1549278,Escritório,116
06/2015,1549286,Escritório,116
06/2015,1549294,Escritório,116
06/2015,1549308,Escritório,116
06/2015,1549367,Escritório,1149
06/2015,1549383,Empresa,491
06/2015,1549391,Empresa,491
06/2015,1549405,Empresa,491
06/2015,1549413,Empresa,890
06/2015,1549421,Empresa,890
06/2015,1549430,Empresa,890
06/2015,1549448,Escritório,21
06/2015,1549502,Escritório,982
06/2015,1549510,Empresa,1517
06/2015,1549529,Empresa,1517
06/2015,1549545,Empresa,1517
06/2015,1549553,Empresa,1517
06/2015,1549561,Escritório,1439
06/2015,1549570,Escritório,1245
06/2015,1549588,Empresa,899
06/2015,1549677,Empresa,1383
06/2015,1549707,Empresa,509
06/2015,1549715,Escritório,1370
06/2015,1549731,Empresa,3
06/2015,1549855,Empresa,1274
06/2015,1549880,Escritório,643
06/2015,1549928,Escritório,503
06/2015,1550063,Escritório,982
06/2015,1550080,Escritório,563
06/2015,1550098,Escritório,1090
06/2015,1550101,Empresa,1383
06/2015,1550110,Escritório,1245
06/2015,1550128,Escritório,643
06/2015,1550136,Escritório,643
06/2015,1550144,Escritório,643
06/2015,1550152,Escritório,643
06/2015,1550160,Escritório,643
06/2015,1550209,Empresa,103
